Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
Mlek-21113,270,"4,384",2.87,3.34,57.1%,28.67,28.67,"11,598.07","1,079.64",2.34,1.47,947.06,235,580,"1,068","811,865","2,007",5,37,699
Flopi-21883,"1,026","4,222",3.73,4.75,56.5%,25.87,25.87,"8,148.43","1,406.50",2.09,1.89,658.52,46,374,434,"374,828","1,190",4,13,319
Aspen-11350,"1,529","4,387",1.98, 5.97,51.2%,15.44,15.44,"4,574.56","10,825.12",1.23,14.37,364.46,197,"4,650","2,500","3,110,703","10,499",62,95,"5,295"
MatmanJR-1943,575,"4,386",2.58,3.60,53.2%,22.04,22.04,"7,763.96","1,810.47",1.82,2.49,640.11,266,"3,135","2,694","2,701,858","7,670",72,139,"2,970"
hakkee-2443,712,"4,386",2.19 ,6.43,53.9%,17.56,17.56,"4,558.90","11,558.64",1.31,14.40,340.77,32,528,342,"355,594","1,370",14,14,626
Beasthalo-11237,"1,487 ","4,386",3.37,3.89,52.9%, 27.51,27.51,"9,378.29"," 1,164.84",2.13,1.50,724.69,69,506,522,"478,293","1,403",11,16,416
buds-1966,"1,065","4,385",2.80,3.20,56.1%,26.86,26.86,"10,477.63",663.24,2.09,0.86,817.02,539,906,"1,948","1,288,749","3,304",15,35,"1,178"
RHiNO-12110,790,"4,359",2.07,3.28,54.3%,18.69,18.69,"7,258.83","2,088.00",1.63,3.04,634.49,27,263,259,"254,059",654,6,18,316
Patiphan-11469,850,"4,385",2.51,3.26,50.0%,21.58,21.58,"8,682.28","1,541.16",1.87,2.22 ,752.06,340,803,"1,498","1,163,425","2,892",15,39,"1,151"
Derp-1230,941,"4,339",2.96,4.69,52.5%,24.05,24.05,"8,762.98","2,343.12",1.90,3.08,690.70,20,360,328,"350,519 ",962,4,21,325
PMAJellies-1681,959,"4,343",2.19,4.70,54.4%,20.30,20.30,"5,530.60","7,379.24",1.64,9.96,447.68,313,"2,552","1,459","1,686,833","6,192",293,55,"2,831"
Mistakes-2832,"1,217","4,385",3.58,5.10,54.2%,26.20,26.20,"9,811.21","2,677.75",2.14,3.64,799.57,642,"2,345","3,710","2,913,930","7,782",13,80,"2,175"
hobbs-1346,771,"4,384",2.65,3.55,56.1%,21.63,21.63,"7,389.39","2,589.24",1.85,3.69,631.18,82,334,398,"302,965",887,6,8,335
MayN-2833,847,"4,383",3.17,9.16,52.9%,23.16,23.16,"8,335.76","9,981.10",1.78, 12.82,642.42,36,472,348,"425,124","1,181",0,10,373
caspere-21171,304,"4,382",2.98,4.16,55.6%,26.16,26.16,"9,326.63","1,150.81",2.16,1.58,769.72,129,732,947,"755,457","2,119",11,35,710
oof-11755,288,"4,381",3.30,4.89, 73.3%,30.13,30.13,"10,003.47","2,171.87",2.51,3.02,833.62,15,186,179,"150,052",452,2,12,137
Summer-22465,"1,859","4,347",3.38,7.32,53.9%,20.10,20.10,"5,481.85","9,998.05",1.60,13.26,436.28,36,"1,035",376," 559,149","2,050",58,13,607
LittleFlame-2818,"1,478","4,381",2.69,3.60,59.3%,25.67,25.67,"10,176.15","3,052.37",2.05,4.07,813.69,58,224,359,"274,756",693,7,13,258
LessHumble-1281,113,"4,303",3.34,4.02,61.9%,26.52,26.52,"8,878.71",411.05,2.08,0.54,695.29,22,212,209,"186,453",557,4, 10,167
fragi-21268,730,"4,347",3.09,4.63,54.5%,24.91,24.91,"9,139.83","1,953.36",2.00,2.61,732.28,57,953,969,"904,843","2,466",13,44,797
ChipSa-21822,994,"4,345",2.98,3.65,54.0%,25.19,25.19,"9,793.17","1,152.79",2.06,1.57,799.27,764,"2,058","3,563","2,722,500","7,003",67,104,"2,349"
DATBOI-21278,384,"4,380",3.09,3.78,65.0%,29.00,29.00,"9,541.10",844.85,2.03,0.99,667.60,23,224,203,"190,822",580,4,13,188
Techneeke-11315,"1,013","4,470",4.08,5.74,53.3%,28.74,28.74,"10,956.09",898.85,2.26,1.18,863.25,171,"1,486","1,564","1,500,985","3,938",12,87,965
sharyk-2415,829,"4,379 ",3.10,3.84,59.7%,24.42,24.42,"8,274.23","1,145.30",2.13,1.67,721.94,77,479,582,"471,631","1,392",4,18,449
Flabajack-21623,966,"4,379",2.69,6.41,76.9%,20.31,20.31 ,"5,597.15","6,574.62",1.58,8.51,434.93,8,133,67,"72,763",264,6,2,98
KSA-21564,"1,374","4,379",3.28,4.29,56.9%,25.30,25.30,"9,677.28","1,670.99",2.07,2.27,790.21,329,"2,768","2,955","2,603,188","6,807",32,91,"2,073"
dentay-11281,403,"4,378",3.67,5.51,58.2%,29.17,29.17,"11,504.02","2,101.29",2.38,2.86,939.48,716,"2,948","4,225","3,715,799","9,423",50,198,"2,568"
Pugs-11287,269,"4,378",3.52,4.48,61.7%,28.85,28.85,"10,728.40","2,063.49",2.28,2.72,849.36 ,154,382,745,"504,235","1,356",9,17,385
XOOX-21258,161,"4,497",3.28,4.57,64.7%,29.18,29.18,"11,898.18","1,910.18",2.21,2.41,899.24,59,153,262,"202,269",496,13,9,151
daanS-21336,132,"4,378",1.85,3.55,54.2%,18.71,18.71,"6,660.50","4,064.25",1.87,6.77,666.05,17,174,178,"159,852",449,2,15,243
honorato-11211,995,"4,378",4.66,6.45,50.0%,26.88,26.88,"9,861.79","1,527.50",2.06,1.95,755.03,27,448,456,"473,366","1,290",2,23,277
April30-1406,135,"4,378",3.34,3.86,62.2%,29.82,29.82,"11,306.78","1,250.24",2.37,1.65 ,897.00,351,"1,204","1,736","1,345,507","3,549",2,35,"1,062"
Ding-21831,900,"4,378",3.22,7.11,67.7%,25.76,25.76,"8,378.65","8,944.74",1.87,10.83,608.51,60,327,335,"284,874",876,3,5,272
Swimmer-11324,"1,201","4,377", 2.28,6.26,57.4%,17.12,17.12,"4,795.42","7,945.02",1.41,10.94,396.15,41,704,388,"484,337","1,729",65,26,760
Mete-22786,"1,347","4,346",4.13,5.40,53.1%,27.45,27.45,"9,280.70","1,072.56",2.15,1.40,725.96,245,"2,422","2,525","2,357,299","6,973",24 ,123,"1,690"
Techno-11639,697,"4,136",1.85,4.19,36.8%,17.11,17.11,"5,442.63","6,049.89",1.39,8.22,443.68,12,232,219,"206,820",650,2 ,10,351
Modern-31819,870,"4,563",3.46,3.85,54.8%,23.21,23.21,"8,421.92",186.98,1.84,0.25,666.22,246,"2,219","2,695","2,476,044","6,823",84,103,"1,974"
Schiz-11891,"1,673","4,403",3.02 ,3.88,55.1%,24.06,24.06,"8,679.52",949.30,1.96,1.29,708.86,79,"1,085","1,018","928,709","2,574",43,58,852
Mesic-21267,"2,788","4,375",3.07,3.38,54.2%,25.60, 25.60,"9,305.73",32.77,2.04,0.04,740.94,74,815,861,"772,376","2,125",18,39,693
DouyuBecky-2220,719,"4,290",2.46,6.14,53.8%,19.36,19.36,"6,577.13","7,627.00",1.52,9.98,516.25,216,"1,789","1,690","1,723,209","5,073",11,46,"2,065"
X1AN-21758,"1,030","4,374",1.94,6.28,58.6%,14.61,14.61,"3,208.11","12,837.83",1.15,16.79,251.73,21,483,210,"224,568","1,023",6,7,527
iCy-1177,"1,323","4,374",4.13,5.49,52.6%,26.95,26.95,"9,244.28",956.78,2.22,1.31,761.36,106,"1,221","1,109","1,072,336","3,126",13,54,756
Tiger-23761,713,"4,374 ",3.00,3.38,51.2%,31.56,31.56,397.18,"1,869.46",2.33,2.30,29.32,738,"2,755","3,973","98,501","7,827",4,92,"2,613"
Hus-11365,"1,034","4,373",3.31,5.09,58.2%,27.47,27.47,"10,562.75","2,029.53",1.98,2.44,760.49,94,545,635,"580,951","1,511",3,19,456
Saebyeolbe-3200,820,"4,372",3.52,4.14,52.7%,28.04,28.04,"11,188.45",789.70,2.29,1.08,914.65,350,736,"1,501","1,040,526","2,608",4,34,741
Leodeddz-2374,"1,330","4,309",2.76,5.68,52.4%,19.51,19.51,"6,252.73","6,765.45",1.53,8.81,488.72,47,765,629,"644,031","2,010",10,22,728
hobbit-22384,525,"4,176",3.05,6.94,46.8%,21.03,21.03,"6,245.05","7,085.92",1.67,9.40,497.03,64,463,338,"387,193","1,304",38,9,427
RK800-2351,"1,322","4,371",1.90,4.20,54.5%,19.45,19.45,"5,857.93","8,501.34",1.47,10.70,442.36 ,21,360,262,"257,749",856,3,5,450
chrimezze-2511,745,"4,371",3.38,4.45,66.2%,30.58,30.58,"10,099.86","1,302.07",2.78,1.98,919.35,270,636,"1,202","717,090","2,171",0,47,642
Drenzi-1634,778,"4,371",2.59,3.92,50.7%,21.17,21.17,"7,700.94","3,137.95",1.69,4.19,616.39,761,"2,805","3,626","2,872,451","7,897",20,84,"3,054"
Seiichi-21782,175,"4,370",2.77,3.06,59.6%,29.98,29.98,"10,429.53",241.49,2.61,0.35,907.76,203 ,412,798,"490,188","1,409",0,26,509
Naicu-21775,"1,002","4,563",3.09,4.26,57.5%,23.54,23.54,"7,421.94","1,508.79",1.97,2.11,622.25,145,642,726,"593,755","1,883",3,30,609
MattMerc-11632,897,"4,312",2.70,3.91,53.6%,21.00,21.00,"7,719.31","1,705.81",1.78,2.41,653.54,49,756,746,"748,773","2,037",20,38,755
snillo-21537,"1,032","4,369",3.79,4.46,54.5%,29.13,29.13,"10,474.48",902.27,2.38,1.23,856.63,732,"1,846","3,344","2,210,115","6,147",11,108,"1,621"
SuhPoze-1613,"1,342","4,369",2.34,5.73,45.5%,17.09,17.09,"5,321.73","8,264.36",1.40,11.32,437.22,13,230,168,"175,617",564,2,4,241
Jklol21-2317,902,"4,369",3.03,3.75,54.6%,26.18,26.18,"9,276.08",881.68,2.07,1.16,732.32,123 ,"1,875","1,845","1,716,074","4,843",50,79,"1,597"
Dikker-2652,"1,051","4,253",2.04,5.27,48.3%,15.39,15.39,"4,267.81","7,977.73", 1.33,11.47,368.14,65,653,515,"503,602","1,816",8,18,890
Glace-1608,634 ,"4,267",1.90,5.51,56.0%,15.59 ,15.59,"3,586.89","9,424.46",1.23,12.35,281.93,27,646,305,"326,407","1,419",18,13,747
SADO-11765,101,"4,368",3.17,4.12,50.0%,25.23,25.23,"9,098.14","1,659.18",2.31,2.53,834.00,28,143,244,"200,159",555,4,16,175
Apl-11934,576,"4,368",2.78,4.93,61.1%,20.97,20.97,"6,542.00","3,811.00",1.82,5.51,567.09,21,314,255,"235,512",755,6,15,272
Leaf-2425, 882,"4,367",3.29,4.85,57.4%, 30.93,30.93,"11,166.66"," 2,469.08",2.33,3.10,842.18,169,631,904,"681,166","1,887",8,28,573
MikeyA-21853,633,"4,367",3.90,5.94,47.8%,27.30,27.30,"10,329.83","1,307.22",2.22,1.77,841.16,49,236,271,"237,586",628,0,17,161
CurryShot-11768,"2,413","4,367",2.31, 3.76,51.9%,21.55,21.55,"7,321.16","3,669.97",1.68,4.78,572.17,244,"2,856","2,645","2,540,444","7,478",73,121,"3,241"
VitaCoco-1517,"1,311","4,367",3.30,3.83,51.9%,23.36,23.36,"7,751.44",268.01,1.86,0.36, 616.45,148,"1,605","1,596","1,434,016","4,321",37,72,"1,308"
Asinox-2659,885,"4,367",2.27,4.80,54.0%,21.31,21.31,"6,689.65","4,586.00",1.69,6.07,531.70,125,931,"1,077","829,516","2,643",11,33,"1,163"
Jordanfre-1680,938,"4,385",2.05,3.05,52.4%,20.86,20.86,"7,401.24",903.43,1.65,1.19,583.76,8,220,153,"155,426",438,7,7,214
mL10-21445,94,"4,365",2.71,7.66,53.6%,17.07,17.07,"4,313.46","11,215.46",1.38,15.16,349.74,24,343,242,"241,554",956,2,8,353
iAmPhx-1992,975,"4,365",3.60,4.88,64.2%,29.75,29.75,"11,682.67","1,717.42",2.37,2.28,931.83,160,771,"1,035","782,739","1,993",3,45,554
cyy-11282,"1,211","4,365",3.02,4.25,50.5%,26.11,26.11,"9,362.91","1,800.60",2.05,2.36,736.20,340,"3,521","3,521","3,136,576","8,748",71,168,"2,901"
Azee-2333,905,"4,315",3.53,4.09,55.7%,30.42,30.42,"11,560.08","1,063.14",2.43,1.41,922.36,655,"1,846","3,335","2,219,536","5,841",14,116,"1,657"
ELLIVOTE-2174,"1,415","4,364",3.82,5.15,50.9%,27.25,27.25,"10,965.34",904.49,2.18,1.20,875.74,84,626,637,"646,955","1,608",14,26,421
Peter-26556,86,"4,364",3.31,3.37,66.5%,31.54,31.54,"9,952.60",190.28,2.93,0.29,925.70,"1,097","1,300","3,731","1,721,799","5,456",6,74,"1,647"
Dog21-1954,"1,513","4,364",3.90,5.62,60.0%,25.22,25.22,"9,117.02","1,170.76",2.06, 1.59,744.90,59,464,489,"455,851","1,261",13,28,323
Tosren-3333,391,"4,364",3.69,6.95 ,60.7%,25.41,25.41,"8,480.97","4,987.52",2.05,6.71,684.78,74,612,690,"517,339","1,550",6,32,420
Vega-21696,58,"4,314",3.40,4.66,51.1%,26.38,26.38,"8,798.85","1,769.74",2.17,2.42,722.65,68,893,821,"809,494","2,427",11,59,713
Agoostis-1124,189,"4,364",2.29,3.82,51.4%,19.64,19.64,"6,026.25","3,819.69",1.63,5.28,500.00,712,"2,973","3,609","2,615,393","8,522",59,76," 3,725"
