"Battletags","Level","K/D","KDA","Win Pct","Kills/Game","Elim/Game","Damage/Game","Healing/Game","Elim/Min","Healing/Min","Damage/Min","Solo Kills","Obj kills","Final Blows","Damage Done","Elims","Environment Kills","MultiKills","Deaths","Games","GameTimeMin","Rating"
"Ellun-11173",1086,2.46,4.43,41.3,23.65,23.65,7743.78,3902.59,2.01,5.54,659.66,29,627,312,356214,1088,15,8,442,46.000015496308,539.99636176212,2477
"Gpc-11945",1071,2.6,3.32,51.1,25.44,25.44,9083.06,1560.76,2,2.05,715.58,439,2399,2529,2061854,5776,13,87,2223,226.999931741065,2881.37454931664,3748
"Gabib-21536",201,1.69,3.39,21.4,13.5,13.5,4009.79,6082.79,1.36,10.21,403.91,8,89,60,56137,189,5,8,112,13.9999850366229,138.983932064074,2474
"MrRecker-2135",172,3.46,3.7,78.6,28.64,28.64,8866.71,1332.36,3.34,2.59,1034.45,78,167,248,124134,401,2,3,116,14.0000067668842,120,1628
"Guts-11981",842,3.19,3.91,47.5,23.55,23.55,7286.04,647.71,1.93,0.88,596.74,86,1204,1013,888897,2873,12,36,902,122.000016469852,1489.58843047223,3140
"Contra-11149",416,3.3,4.85,50.7,25.59,25.59,8318.38,848.84,2.16,1.19,700.71,127,2218,1956,1771814,5451,12,140,1650,212.999886997228,2528.59813617616,3651
"Jaguar-12854",149,2.53,2.62,46.3,26.18,26.18,10514.84,624.57,2.09,0.83,841.14,256,652,1013,704494,1754,2,17,692,66.999973370969,837.546662862306,2858
"BondageBoy76-2849",576,3.65,4.16,54.9,27.83,27.83,12609.45,854.23,2.36,1.21,1069.33,471,1556,2994,2181434,4815,2,101,1319,172.99993259024,2040.00074813201,4423
"Teccybeck-2360",560,2.51,3.66,57.2,23.76,23.76,8474.72,1769.93,1.92,2.38,685.02,114,1407,1271,1169512,3279,14,63,1304,138.000075518719,1707.26694111121,3690
"Thorkey-2225",838,2.26,2.35,47.9,20.9,20.9,8328.81,74.44,1.75,0.1,695.64,131,288,470,399783,1003,0,4,444,48.0000144078206,574.698119717095,4236
"cURFix-2858",435,2.17,3.38,44.1,20.29,20.29,7301.18,2839.21,1.66,3.88,598.29,146,924,1028,861539,2394,24,38,1104,117.999967128601,1440.00234000234,2672
"Tisax190-2902",123,3.04,5,50,24.56,24.56,6147.09,11022,2.02,15.08,504.66,36,1063,358,405708,1621,0,23,533,66.000009760716,803.923433598859,2384
"Trooper-11571",1137,2.82,2.83,56.3,25.71,25.71,11283.57,237.28,2.29,0.35,1004.38,266,1159,1234,1083223,2468,0,21,874,96.0000248148414,1078.49917361955,1903
"JAKE-16465",1013,3.12,4.3,53.2,26.36,26.36,10512.49,1591.72,2.09,2.11,834.38,498,1860,2954,2312748,5799,32,117,1861,220.000019024988,2771.81619885424,4356
"PHILIP-22210",375,3.94,5.58,54,24.6,24.6,6978.08,2398.3,2.13,3.46,603.99,42,432,368,348904,1230,6,28,312,50,577.665193132337,3873
"Waren-21691",367,2.59,3.12,55.6,20,20,7749.61,1774.5,2,2.96,774.96,32,136,197,139493,360,30,5,139,18.000002580775,180.000258077836,2003
"liko-2951",333,2.05,2.4,51.1,20.93,20.93,8167.88,1013.22,1.83,1.47,712.32,545,1898,2402,1837774,4710,31,55,2293,225.00012243079,2579.98371518419,2803
"CarlPoppa-11971",552,2.62,3.48,55.4,21.55,21.55,0,993.41,1.86,1.43,0,101,744,834,0,1789,0,16,682,NA,NA,3010
"superpatch-2820",275,2.37,4.08,63.6,18.3,18.3,5316.09,3869.09,1.68,5.91,487.31,13,376,219,233908,805,25,16,340,44.0000075243271,479.99835833453,3450
"Xiatsme-2517",804,2.27,5,41.5,19.29,19.29,4929.63,8692.56,1.6,12.02,408.93,13,856,318,404230,1582,3,21,698,82.0000689706935,988.50659036999,2915
"Ifrit-21624",1229,2.18,3.04,46.9,20.85,20.85,6682.29,2433.27,1.73,3.37,555.61,660,3559,4033,2966938,9257,63,159,4247,444.000185565128,5339.96508342182,3291
"Wracco-2500",442,2.75,3.28,49,24.27,24.27,8545.36,1512.05,1.98,2.06,697.56,317,1371,1735,1341622,3811,10,45,1385,157.000056170834,1923.30695567406,3095
"dIowoIb-2237",97,1.94,3.92,43.5,15.72,15.72,4219.67,4355.22,1.43,6.58,382.77,24,395,204,194105,723,10,13,373,46.0000426573642,507.106095044021,1814
"Ttime-21416",164,2.77,3.67,54.2,23.22,23.22,8643.32,1983.4,1.92,2.73,714.77,429,1789,2075,1642230,4412,28,52,1595,189.999907442973,2297.56425143753,2989
"Thropp28-1434",1066,2.84,4.13,57.1,23.15,23.15,7156.23,3913.52,1.99,5.61,615.74,165,927,1008,701311,2269,5,34,799,98.0000642796556,1138.97261831292,2530
"CaptainFrost-21491",559,2.3,2.56,50.5,23.53,23.53,8689.97,1172.47,1.99,1.66,736.13,718,3009,3893,2685202,7271,71,126,3167,309.000146145499,3647.72798282912,2240
"Dragaton9-11573",394,1.74,2.07,21.4,15.43,15.43,7033.93,760.07,1.48,1.22,676.96,27,80,126,98475,216,49,2,124,13.9999971566393,145.466497281966,2257
"Renanthera-1801",1577,2.29,4.67,54.8,20.19,20.19,6486.74,4590.87,1.6,6.05,513.24,12,326,153,201089,626,2,7,273,31.0000092496385,391.803055100927,4078
"AseLHaI-3311",41,2.03,4.63,58,20.52,20.52,6335.78,6428.5,1.56,8.14,481.25,57,353,374,316789,1026,0,7,505,50,658.262857142857,3158
"HalfBlood-1645",571,2.45,3.77,45.9,17.76,17.76,6529.34,2648.19,1.61,3.99,590.66,158,873,932,796580,2167,9,14,885,122.000079640515,1348.62695967223,2070
"KAZ-22165",148,3.34,4.5,50,25.25,25.25,8608.94,1593.62,2.05,2.16,699.74,41,173,183,137743,404,12,6,121,15.9999953536672,196.848829565267,2553
"Alfafa-1132",177,3.97,6.64,47.3,24.72,24.72,7282.7,6418.02,2.11,9.14,622.06,240,2187,1574,1492954,5068,14,59,1275,205.000068655856,2400.01607561972,2309
"Sky69-11366",763,2.03,3.94,42.3,18.46,18.46,5432.81,4832.77,1.6,6.98,470.84,18,202,142,141253,480,5,2,236,25.9999889559915,300.002123863733,3537
"Rabbit-12820",181,1.87,2.37,49.2,18.5,18.5,7333.58,1527.91,1.61,2.21,637.61,298,1223,1351,968033,2442,4,21,1303,132.000059997982,1518.22116968053,1620
"mentalman55-1488",270,2.38,3.6,43.4,20.08,20.08,6692.41,2337.29,1.74,3.37,578.26,126,823,739,555470,1667,6,9,701,82.9999955173099,960.588662539342,1112
"Saschwa-2616",295,2.85,4.12,50.4,23.84,23.84,8809.71,2313.41,1.96,3.17,724.71,310,1281,1480,1101214,2980,23,34,1045,125.000028377779,1519.52367153758,2533
"sake195-1555",84,1.81,3.14,32.3,12.55,12.55,0,3010.58,1.62,6.48,0,30,220,144,0,389,0,3,215,NA,NA,773
"Balu-1322",101,2.93,4.76,48.9,22.69,22.69,5993.07,6994.48,1.95,10.04,516.22,141,1680,969,845023,3199,0,37,1090,141.000021691721,1636.9435511991,2197
"MIRO-31510",450,2.85,3.2,47.9,22.6,22.6,8997.71,537.81,2.07,0.82,825.85,131,324,562,431890,1085,2,9,381,47.9999911088488,522.96421868378,2585
"Palindar-2658",834,3.38,3.44,48.4,25.51,25.51,7940.25,55.21,2.06,0.07,640.34,178,2055,1689,1508648,4847,22,94,1433,190.00006297031,2356.01086922572,2585
"Miully-21608",433,1.39,4.63,48.4,10.55,10.55,3084.1,6433.65,1.09,11.08,318.69,8,132,92,95607,327,2,6,236,30.9999675756298,300,3417
"Ernkah-1176",680,2.32,3.78,52.2,19.68,19.68,6165.19,2313.6,1.69,3.31,528.44,193,1499,1332,1109734,3543,24,34,1524,179.999967559799,2100.01892362425,2601
"Alekz-2569",243,2.45,3.66,46.7,21.95,21.95,6080.88,2380.54,1.86,3.37,516.39,59,1161,638,650654,2349,7,24,960,106.999973688019,1260.0050349542,1730
"sassu-21945",93,2.79,3.52,48.9,23.11,23.11,7454.7,1466.97,2.05,2.17,662.64,465,2712,2714,2027678,6286,23,72,2253,271.999946342576,3059.99939635398,2657
"dingo-1826",509,2.36,4.59,47.9,20.32,20.32,5724.08,7860.86,1.69,10.93,477.43,63,665,463,417858,1483,7,21,628,73.0000279520901,875.223592987454,2882
"BabyLime-2345",433,2.4,3.07,46.2,22.78,22.78,7971.26,923.73,1.88,1.27,658.93,151,1065,1071,844954,2415,21,22,1007,106.0000551983,1282.31223346941,2752
"Lepadef-2655",1436,2.62,3.86,54.1,23.2,23.2,8105.82,2158.61,1.85,2.87,647.08,75,1021,911,899746,2575,15,34,983,110.999997532637,1390.47103912963,4457
"Khris-11949",204,4.04,4.65,66.7,30.47,30.47,11238.73,793.67,3.81,1.65,1404.84,63,151,282,168581,457,0,8,113,15.0000044489013,120.000142364967,2718
"NACHo-31909",209,3.11,4.79,52.8,23.49,23.49,7993.25,1905.72,2.08,2.81,706.07,113,406,592,423642,1245,0,16,400,52.9999687236105,600,3960
"LOVE-34157",518,3.45,6.13,50,22.95,22.95,6537,4290.4,2.55,7.95,726.33,19,227,155,130740,459,6,4,133,20,180.000826070794,2448
"Fenrjsulfr-1996",79,1.14,1.58,27.7,11.79,11.79,4063.61,267.28,1.26,0.47,432.65,40,715,376,410425,1191,5,6,1048,101.000095973777,948.630532763204,607
"Boosty-11274",329,3.28,3.74,56.9,29.78,29.78,11028.94,751.92,2.45,1.03,908.63,863,2024,4323,2812380,7593,19,132,2317,255.000027201163,3095.18725994079,4420
"Fluffy-2875",1087,1.54,3.36,29.2,16.58,16.58,4920.62,6149.96,1.27,7.84,376.28,7,193,92,118095,398,3,3,259,24.0000243871707,313.848729669395,2911
"zyagary-1610",214,2.34,3.54,49.5,18.66,18.66,6602.64,1730.23,1.56,2.4,550.22,54,770,631,627251,1773,13,38,757,95.0000302909139,1140.00036349097,2243
"Blend285-11970",801,3.59,4.17,54.4,29.14,29.14,10917.3,951.65,2.34,1.27,875.58,78,748,656,622286,1661,5,29,463,56.9999908402261,710.712898878458,3046
"f0nZ-2842",202,2.84,3.86,47.8,22.96,22.96,8101.63,2958.29,1.99,4.26,700.58,536,2931,3087,2373779,6728,46,57,2373,293.000174039051,3388.30540409375,2324
"Aemone-1908",318,2.93,3.45,50.4,20.38,20.38,7174.28,1191.76,1.81,1.76,637.36,100,1108,856,839391,2384,16,32,813,117.000033452834,1316.98098405924,2591
"yungsavage-21665",968,2.68,6.05,55.3,21.5,21.5,6173.03,7198.54,1.76,9.83,505.53,274,2816,2097,2055619,7161,148,55,2668,333.00000161995,4066.26510790655,4398
"Twins-31391",195,0.13,4.15,47.6,1.02,1.02,202.68,13082.5,0.09,18.72,17.4,2,65,24,20876,105,0,0,825,102.999802644563,1199.77011494253,2242
"SammyOwins-1473",103,2.69,3.17,49.7,22.63,22.63,7931.94,2371.64,2.05,3.57,717.29,241,1767,1550,1356362,3870,9,41,1440,171.000032778866,1890.95344979018,2068
"mccree-3308",333,2.44,3.49,60.3,21.33,21.33,7346.93,3434.1,1.88,5.04,646.6,101,560,673,536326,1557,4,32,638,73.0000149722401,829.455613980823,2705
"Aishan-2839",411,2.43,3.21,39.5,19.02,19.02,6497.7,1794.7,1.69,2.66,576.76,47,347,355,279401,818,2,12,336,42.9999846099389,484.431999445177,2088
"MORENDIN-21868",264,1.79,4.02,43.1,12.73,12.73,0,5899.39,1.2,9.29,0,33,307,282,0,649,4,6,362,NA,NA,1664
"widowmaker-31830",198,2.76,3.43,53,20.18,20.18,6774.44,1450.79,1.78,2.13,596.3,141,468,606,447113,1332,6,24,482,65.9999940954529,749.812175079658,1894
"Danteh-21403",103,3.38,3.71,68.8,30.62,30.62,8890.75,402.81,2.44,0.53,707.6,40,145,253,142252,490,2,11,145,16,201.034482758621,3428
"Snow-11120",1216,2.49,6.96,52.1,17.25,17.25,5162.56,9317.14,1.41,12.68,421.41,102,1190,934,980887,3278,10,29,1315,190.00011622141,2327.63104814788,4404
"RosaPo-2978",414,3.42,5.35,52.9,25.78,25.78,8522.89,735.31,2.28,1.08,753.95,73,1416,1192,1176159,3557,9,128,1039,138.000021119597,1559.9960209563,4099
"Atta-21857",104,2.42,3.03,49.8,24.32,24.32,8716.72,2601.51,1.97,3.51,706.14,541,2872,2989,2658600,7419,13,77,3069,305.000045888821,3764.9757838389,2523
"Reflex-11867",472,2.6,3.49,47.4,22.44,22.44,8027.24,558.21,2.08,0.86,745.39,151,645,879,626125,1750,3,21,673,78.0000348812294,839.996511893103,2681
"EvolMovement-1348",291,3.98,6.44,51.5,25.05,25.05,6874.79,9455.88,2.15,13.52,589.62,503,9581,3903,4551113,16584,7,228,4169,662.000293827157,7718.72222787558,2757
"Over-11402",103,2.18,2.51,51.4,22.3,22.3,0,2873.22,1.83,3.94,0,202,717,793,0,1650,7,20,758,NA,NA,2103
"Jayaax-2522",654,2.75,3.3,59,22.21,22.21,7819.39,1020.45,1.96,1.5,691.28,582,947,1621,953966,2710,2,11,986,122.00005371263,1379.99942136327,3109
"Mogar-11636",327,2.28,3.82,53.3,20.72,20.72,5857.37,5908.85,1.69,8.02,476.96,53,856,426,439303,1554,23,23,681,75.0000426812716,921.04788661523,2243
"VastRequiem-1633",1288,2.98,3.69,58.3,26.78,26.78,9825.92,1689.83,1.96,2.06,720.34,73,395,478,353733,964,3,11,324,35.9999877874031,491.063942027376,3469
"Voodoo-21874",122,2.34,3.33,55.8,20.76,20.76,7079.17,2360.78,1.72,3.26,586.45,56,798,662,608809,1785,22,28,763,86.0000536786092,1038.12601244778,2702
"Havok-12217",200,3.44,4.49,62,24.34,24.34,7957.36,3179.98,2.25,4.89,734.37,111,518,544,397868,1217,11,17,354,50,541.781390852023,2437
"song-33672",258,2.93,4.19,55.6,19.4,19.4,6284.64,2569.02,1.91,4.23,620.23,101,540,662,509056,1571,9,16,537,81.0000254588966,820.753591409638,2331
"Wonderboyyyy-1141",815,2.42,3.27,51.7,20.17,20.17,6193.43,1870.22,1.95,3.01,598.7,122,448,542,359219,1170,4,22,484,58.0000096876852,599.998329714381,3204
"TOPKEK-21558",186,2.24,4,42.4,20.47,20.47,6765.51,3681.97,1.83,5.49,604.8,23,716,317,399165,1208,4,12,540,58.9999866972335,659.99503968254,2561
"Xen0-11370",93,1.34,2.66,38.9,14.43,14.43,0,6059.24,1.18,8.26,0,30,401,242,0,779,18,8,582,NA,NA,1397
"Undertaker79-21506",335,1.86,2.34,47.9,16.48,16.48,5955.98,1640.59,1.52,2.52,548.41,669,2642,2725,2173931,6015,30,43,3242,364.999714572581,3964.06155978192,1133
"LusterCool-1185",907,2.99,3.79,54.3,24.63,24.63,8699.49,1695.94,2.09,2.4,737.3,72,319,426,304482,862,5,13,288,34.9999827576099,412.968940729689,3405
"Moonlightfox-11305",61,1.69,3.3,44.4,14.78,14.78,5084.31,2678.83,1.48,4.46,508.43,75,601,467,457588,1330,7,11,785,90.0000196683522,900.001966839093,1624
"stinkyshootr-1242",132,2.08,2.56,55.2,18.52,18.52,7070.24,59.24,1.55,0.08,592.22,34,255,249,205037,537,6,7,258,29.0000056575166,346.217621829725,1661
"FancyVinny-1946",182,2.16,2.66,50.7,20.62,20.62,7727.57,1400.97,1.8,2.03,672.97,251,1222,1380,1081860,2887,39,44,1335,140.000025881357,1607.59023433437,1520
"Jay-18343",459,2.79,3.01,54.9,24.1,24.1,9084.12,1159.74,2.08,1.67,783.73,546,2657,3241,2398207,6362,10,100,2281,263.999925144098,3059.99132354255,3068
"Pavle-1908",684,2.31,3.63,51.9,22.18,22.18,6932.86,3958.13,1.76,5.22,548.68,183,2102,1804,1629222,5213,38,69,2256,234.999985575938,2969.3482539914,3885
"Kacheeky001-1857",680,3.1,3.47,49.4,24.34,24.34,7093.27,378.37,2.13,0.55,620.54,98,1005,757,631301,2166,6,32,699,88.9999957706389,1017.34134785832,2446
"Zedy-11763",386,2.07,6.58,48.5,17.15,17.15,4719.42,11008.7,1.35,14.46,371.82,16,242,138,155741,566,0,6,274,33.0000296646622,418.861276961971,3000
"Qwertifix-2327",717,2.93,3.33,44.1,26.58,26.58,9548.81,495.92,2.08,0.65,746.12,221,1395,1407,1126760,3137,31,62,1071,118.000043984538,1510.15922371736,2187
"AwesomeSprit-1604",481,2.02,2.94,50,19.97,19.97,6927.53,2596.25,1.73,3.75,600.39,318,937,1176,900579,2596,0,33,1285,130.000014435159,1499.99000649578,2457
"Pop-21749",976,3.53,5.48,49.3,24.13,24.13,7235.54,3813.12,1.94,5.11,581.95,47,732,565,499252,1665,11,27,472,68.9999640662618,857.895008162213,3910
"M2Neat-1902",398,2.92,3.82,44.9,22.86,22.86,7028.03,1045.88,1.91,1.46,588.51,51,744,689,548186,1783,25,42,611,77.9999516222896,931.481198280403,2887
"Timelapser-2137",316,2.32,3.91,52.2,22.46,22.46,6455.61,7802.3,1.91,11.08,549.92,40,558,283,296958,1033,14,13,445,45.9999907057583,540.002182135583,2421
"PureIrish12-2135",365,2.6,3.42,33.3,22.51,22.51,8969.7,1310.18,1.79,1.73,712.15,51,479,533,511273,1283,14,17,494,57.0000111486449,717.928807133329,3586
"Hawkeye-11589",186,2.95,3.86,52.1,23.04,23.04,8540.89,3050.35,2.04,4.51,757.81,235,1016,1056,819925,2212,30,9,750,95.9999484831206,1081.96645597181,2367
"Cartoone-2117",53,1.88,2.52,53.6,17.25,17.25,6563.7,1331.49,1.56,2.01,594.54,154,874,1156,820462,2156,4,21,1145,124.999923823453,1379.99461768762,1924
"vix-11717",892,2.38,4.66,63.6,21.45,21.45,6527.48,5454.52,1.64,6.94,498.05,46,296,272,215407,708,3,7,297,33.0000245117565,432.500752936452,2861
"Celdra-1596",259,1.67,2.25,30,18.2,18.2,6186.6,1993.9,1.48,2.7,502.02,6,94,41,61866,182,5,10,109,10,123.234134098243,2179
"QTRDragon-2452",86,2.66,3.06,62.6,27.51,27.51,9132.73,1427.23,2.11,1.82,700.18,775,791,2118,1050264,3164,5,16,1188,115.000005474814,1499.99143077494,4068
"LilPepper-11697",348,2.35,2.89,56.6,26.72,26.72,9820.8,639.38,2.08,0.83,765.83,131,744,988,746381,2031,9,37,866,76.0000203649397,974.604024391836,2638
"Kronisk-2513",561,2.43,4.94,45.7,18.81,18.81,5754.87,6154.29,1.52,8.31,466.29,101,994,868,742378,2427,4,32,1000,128.99996003385,1592.095048146,2776
"Todesky-21234",170,3.25,3.9,50.4,25.26,25.26,8819.99,973.9,2.32,1.49,811.44,309,1128,1497,1049579,3006,13,32,926,119.000021541975,1293.47702849256,2349
"Inferno-21327",324,2.14,2.71,38.7,20.39,20.39,7941.84,1755.9,2.11,3.02,820.66,49,286,246,246197,632,6,6,296,30.9999949633838,299.998781468574,2184
"Jinkool-1255",402,2.83,3.86,41.9,27.65,27.65,8914.77,6154.32,2.38,8.83,767.66,40,486,265,276358,857,7,20,303,31.0000145825411,360.000521064013,2081
"Bait-11663",494,2.35,2.59,54,25.52,25.52,10700.79,486.3,2.06,0.65,862.01,328,783,1314,930969,2220,6,23,943,87.0000252317819,1079.99791185717,2641
"GameHope-11641",601,1.81,3.09,21.4,15.14,15.14,6100.21,5333.71,1.51,8.85,607.63,17,98,75,85403,212,3,2,117,14.000009835727,140.550993203101,2804
"WPGDIAZ-1777",501,2.11,2.73,49.3,20.68,20.68,7440.21,1877.28,1.73,2.62,622.11,173,1271,1217,1071390,2978,9,59,1413,143.999967742846,1722.18739451222,3293
"Grayson-21343",587,2.55,3.92,42.9,20.5,20.5,6219.59,4100.01,1.71,5.69,518.3,80,551,574,435371,1435,12,17,563,69.9999517653093,839.998070615474,2988
"Lewis-22671",44,1.63,2.25,15.4,13.38,13.38,4849.46,2060.54,1.25,3.21,453.44,9,74,64,63043,174,0,16,107,13.0000041241705,139.032727593507,2250
"OrenXero-2732",225,1.88,2.41,53,17.02,17.02,6571.54,1741.72,1.57,2.68,606.04,101,692,641,545438,1413,16,11,753,83.0000273908399,900.003300112204,1877
"Win-21451",759,2.99,4.58,48.7,24.15,24.15,9125.69,1882.5,1.91,2.48,721.05,254,1764,1764,1688253,4467,10,81,1496,185.000038353264,2341.38131890992,3845
"Taiku-1553",347,2,4.26,47.7,18.15,18.15,5157.61,5678.94,1.57,8.19,446.17,108,996,705,562180,1978,20,11,991,109.00009888301,1260.01299952933,1793
"CALIPH-1493",909,2.45,3,50.4,24.3,24.3,8568.72,1488.42,1.94,1.98,685.44,534,2493,2898,2073631,5880,16,97,2401,242.000088694694,3025.25531045752,2815
"SkeletonKey-11245",289,2.04,3.05,50.4,19.18,19.18,6724.55,3568.61,1.62,5.01,566.38,125,1336,1085,921263,2627,24,33,1285,136.999947951908,1626.58109396518,1851
"Soldyoursoul-2470",424,3.56,5.04,59.8,25.26,25.26,7795.27,1984.4,2.07,2.71,639.36,122,1082,1027,834094,2703,21,29,759,107.000014111121,1304.57645145145,2927
"Yukari-11720",172,2.55,2.55,48.9,23.32,23.32,0,17.33,1.85,0.02,0,1385,3650,5484,0,10449,38,124,4100,NA,NA,2482
"Pelican-12120",416,2.58,4.78,55.2,18.55,18.55,5904.98,4463.61,1.57,6.3,499.81,317,2618,2604,1989977,6251,27,61,2419,336.999786620785,3981.46695744383,3012
"zylbrad-1978",609,1.09,3.77,38.5,8.15,8.15,2369.31,10061.54,0.76,15.57,220.01,27,149,121,92403,318,5,3,291,38.9999620142573,419.994545702468,1898
"Wogo-1507",1196,2.21,3.1,50,18.74,18.74,6898.56,1731.26,1.69,2.61,623.97,57,196,292,234551,637,2,10,288,33.9999942016885,375.90108498806,4028
"frK-11165",68,3.66,3.9,72,33.53,33.53,11774.32,672.29,2.85,0.95,999.88,698,1122,2316,1259852,3588,6,24,979,106.999979616657,1260.00320038405,3000
"TRACERorAFK-1629",81,2.15,2.35,40.8,21.08,21.08,0,1858.97,1.76,2.58,0,182,1225,922,0,2741,3,25,1272,NA,NA,1624
"foxgurl-2601",182,2.83,5.55,49.5,20.62,20.62,5180.23,4358.27,1.89,6.66,474.85,37,1048,494,512843,2041,3,26,722,99.000044399573,1080.01052964094,2198
"atheoz-11934",701,2.37,5.45,52,18.28,18.28,5007.45,7703.91,1.65,11.57,451.14,45,734,475,490730,1791,3,23,756,97.9999800297557,1087.75546393581,3547
"Stranger-22313",556,1.61,5.08,51.2,13.96,13.96,3565.48,10349.71,1.13,14,289.37,118,1904,937,912764,3573,30,34,2216,256.000314123204,3154.31454539171,3005
"XTSmurf-1592",165,2.19,2.99,38.5,20.85,20.85,8010.97,1923.23,1.66,2.56,639.15,46,370,314,312428,813,8,5,371,39.0000212209008,488.817961354925,1591
"Quadcyla-1947",1339,2.67,3.67,49.7,22.41,22.41,7790.91,1445.12,1.93,2.08,671.28,380,1680,1957,1488063,4281,66,51,1605,190.999896032684,2216.75455845549,2615
"Apoptosis-11297",78,2.97,3.98,42.7,19.97,19.97,6484.58,2804.77,1.78,4.17,578.98,334,1293,1373,972687,2995,14,28,1007,150,1680.00103630523,1326
"mattymumbles-1171",409,2.28,3.82,54.9,19.08,19.08,6727.29,3159.22,1.74,4.8,612.85,96,463,450,343092,973,7,16,426,51.0000312161361,559.83030105246,1441
"SoMm3RSBY-2705",393,2.46,2.79,48,22.94,22.94,8906.69,903.53,1.91,1.25,741.76,304,808,1437,1095523,2822,6,30,1149,123.00001459577,1476.92380284728,3058
"FlyingBear-11899",265,2.65,3.81,48.7,22.18,22.18,7429.92,1788.56,1.88,2.53,631.54,323,1806,1789,1433974,4280,7,55,1617,192.999924629067,2270.59885359597,2275
"Snuff-1205",253,1.27,2.2,28.1,12.86,12.86,5572.7,1968.12,1.14,2.92,495.35,80,422,413,356653,823,0,5,649,64.0000358892458,720.002018774604,1273
"Estarossa-21757",259,2.54,4.68,49.1,21.33,21.33,5913.76,4232.26,1.7,5.62,470.89,132,1079,835,685996,2474,9,33,975,115.999972944455,1456.80732230457,2562
"Zepsy-11739",254,2.88,4.21,63.4,26.85,26.85,8549.79,2791.38,2.16,3.74,687.34,159,935,958,701083,2202,49,30,764,82.0000257316262,1019.99447144063,2927
"Lecheffeur-11982",844,2.63,5.67,53.2,18.36,18.36,5643.82,7857.31,1.54,10.99,473.79,29,782,423,530519,1726,40,13,657,93.9999858252035,1119.73448152135,4204
"apufuma02-1256",448,2.91,7.05,53,19.21,19.21,5039.78,6927.11,1.63,9.78,427.07,376,1809,2095,1275064,4861,19,44,1671,252.999932536738,2985.60891657105,3031
"MRK-2988",234,1.91,2.58,33.3,18.29,18.29,6806.33,1736.54,1.6,2.53,595.55,59,552,456,428799,1152,5,14,602,63.0000308536318,720.005037360423,2185
"Vantus-11168",393,2.67,4.89,56.8,23.45,23.45,6646.73,6019.48,1.83,7.85,519.97,37,564,344,292456,1032,2,11,386,43.9999819460095,562.447833528857,2813
"JumpyWizard-22556",544,3.54,4.25,62.8,27.26,27.26,9638.37,1057.7,2.44,1.58,863.44,62,466,585,414450,1172,5,21,331,43.0000093376785,479.998610210321,3350
"daittu-1734",397,2.72,3.16,54.3,29.14,29.14,10317.14,422.43,2.43,0.59,859.76,119,372,568,361100,1020,3,20,375,35.0000096926086,420.00093049223,3343
"Rayne-1237",278,2.95,3.27,53.3,26,26,9819.6,92.73,2.03,0.12,768.09,21,180,141,147294,390,5,6,132,15,191.766589852752,2396
"EcHO-31855",323,3.02,4.23,56,25.28,25.28,0,1750.8,2.11,2.43,0,42,285,251,0,632,5,15,209,NA,NA,2633
"Simon-13273",907,2,3,42.9,17.61,17.61,6547.68,1609.57,1.55,2.37,577.25,32,189,222,183335,493,2,4,246,27.999993890966,317.600692940667,3229
"Chrispy-21924",598,0.15,5.38,47.2,1.06,1.06,284.28,10781.42,0.09,15.28,24.17,4,26,17,15067,56,2,2,365,53.0005628253834,623.376086057096,2695
"Nyte-21364",832,2.11,6.51,55.8,19.73,19.73,5647.19,7886.4,1.71,11.39,489.42,37,397,311,293654,1026,0,5,486,52.0000212495064,600.004086469699,3461
"Nemesis-2303",179,1.84,3.06,52.8,14.44,14.44,4430.94,7217.25,1.44,12.03,443.09,15,295,149,159514,520,7,2,283,36.0000361097194,360.003611004536,1504
"Bang-11756",79,2.4,2.73,40.5,20.79,20.79,0,2477.92,1.82,3.62,0,249,938,1090,0,2515,37,24,1046,NA,NA,1546
"Zygon-11269",689,2.55,3.98,48.7,21.43,21.43,7711.61,1620.15,1.73,2.18,621.21,117,2149,1579,1835362,5101,24,98,2003,237.999846983963,2954.4952592521,4032
"MxDUB-1378",961,2.2,5.57,53.7,16.96,16.96,4143.46,8142.74,1.47,11.74,358.42,24,453,269,223747,916,0,13,416,54.0000386150705,624.259248925841,4000
"Vegemash-1750",403,2.25,6.07,52.8,16.53,16.53,4969.08,6526.89,1.5,9.87,450.96,17,243,197,178887,595,0,7,265,36.0000241493395,396.680415114423,2334
"VENDETTA-31689",165,1.41,3.72,51.3,12.08,12.08,4079.18,7195.38,1.12,11.14,378.78,44,216,174,159088,471,0,6,333,38.9999950970538,420.001056021965,1767
