"Battletags","Level","K/D","KDA","Win Pct","Kills/Game","Elim/Game","Damage/Game","Healing/Game","Elim/Min","Healing/Min","Damage/Min","Solo Kills","Obj kills","Final Blows","Damage Done","Elims","Environment Kills","MultiKills","Deaths","Games","GameTimeMin","Rating"
"SaltEdgeLord-1737",83,3,4.24,72,23.28,23.28,8128.64,2459.92,2.07,3.64,721.14,53,231,273,203216,582,8,7,194,25,281.798263859999,2509
"Watkitu-1764",493,3.07,4.72,44.7,26.75,26.75,8590.79,3348.38,2.12,4.42,680.1,157,1610,1197,979350,3050,18,40,992,113.999993015776,1440.00882223202,2607
"Aureys-2419",412,2.83,4.73,48.7,17.21,17.21,5851.1,4626.79,1.53,6.86,520.87,52,271,285,228193,671,3,3,237,39.0000170908034,438.099717779868,1897
"Banshee-12734",84,3.23,5.98,46.3,26.02,26.02,7325.07,10586.55,2.1,14.22,590.5,82,1395,836,886333,3148,5,44,974,120.999935836791,1500.98729889924,2675
"medbck-1739",464,2.41,3.9,50.7,20,20,6950.8,3433.31,1.72,4.92,597.07,567,3669,3001,2523139,7261,76,115,3011,362.999798584336,4225.86798867804,2542
"Azrael-24773",245,1.86,2.25,46.5,21.61,21.61,8205.81,1618.91,1.84,2.29,696.97,361,1090,1567,1042138,2744,22,40,1477,127.000015842434,1495.24082815616,1839
"Plague-12672",639,2.36,2.57,45.5,26.91,26.91,9851.05,82.18,2.16,0.11,792.21,54,168,339,216723,592,6,14,251,21.9999898487978,273.567614647631,3257
"Flux-1350",105,1.57,2.72,43,15.36,15.36,0,6308.53,1.25,8.52,0,83,975,580,0,1644,12,11,1049,NA,NA,1840
"trobled-1303",174,2.2,4.32,42.1,19.39,19.39,5834.18,3412.71,1.54,4.5,461.87,9,437,196,221699,737,0,20,335,38.0000274245909,480.003031155953,2349
"FatasTia-1390",388,2.91,3.88,47.1,25.12,25.12,9139.3,955.62,2.11,1.34,768.26,410,2808,2887,2540726,6984,51,123,2399,278.000065650542,3307.11738213626,2778
"whosop-1335",162,2.63,5.18,58.8,19.57,19.57,5855.65,4593.59,1.71,6.67,510.49,100,485,590,398184,1331,2,10,506,67.9999658449532,780.003526024016,2847
"clarity-11935",169,2.1,4.53,44.3,16.12,16.12,4874.99,6938.51,1.31,9.42,397.22,32,770,364,428999,1419,3,28,677,87.9999753845649,1080.00352449524,2518
"Plissken-21174",1418,2.05,3.19,44.6,19.6,19.6,6922.89,1790.85,1.61,2.45,568.14,60,684,383,449988,1274,17,12,621,65.0000216672517,792.037173936002,2329
"Kodyfwee-1229",527,3.14,4.47,48.8,25.99,25.99,9180.67,3233.58,2.15,4.46,760.34,415,1842,2172,1523991,4315,32,53,1373,165.999976036607,2004.35463082305,2804
"Gould305-1234",442,2.51,2.8,55,25.1,25.1,9508,682,2.21,1,837.96,71,177,280,190160,502,5,8,200,20,226.932073129982,3185
"Ryo-11234",392,2.36,3.03,44.1,17.29,17.29,7043,1545.29,1.96,2.92,798.21,53,274,269,239462,588,0,9,249,34,299.998747196853,2295
"YoungTemplar-2221",243,2.05,2.78,56.5,19.9,19.9,6282.46,2234.18,1.8,3.36,566.65,235,633,933,577986,1831,36,9,894,91.9999490645384,1020.00529427336,1698
"Rhombus-1787",597,1.95,2.45,50.7,20.67,20.67,7906.65,497.02,1.64,0.66,628.86,93,1403,1237,1091118,2852,28,54,1464,138.000037942744,1735.07298921859,2688
"Cabramatta-1951",722,2.34,6.76,48.4,19.52,19.52,5761.84,7604.13,1.68,10.91,496.16,27,291,179,178617,605,2,5,258,30.9999930577732,359.998790712673,3663
"Nemo-12351",344,2.6,6.25,51.5,18.09,18.09,4781.64,9208.64,1.41,11.96,372.6,21,259,110,157794,597,16,7,230,32.9999749040078,423.494363929147,4232
"Aldren-21161",208,0.88,3.56,45.6,7.71,7.71,1902.3,9885.96,0.67,14.36,165.84,14,865,326,388069,1573,3,16,1788,203.999894864112,2340.02050168837,1983
"Nimohen-21727",67,1.74,3.39,50.6,15.76,15.76,4838.91,3810.18,1.48,5.95,453.65,255,1097,1234,871004,2837,9,18,1628,180.000041331622,1919.99118262978,1579
"DaniBE-2161",660,2.14,5.36,44,16.55,16.55,4702.85,8950.03,1.3,11.76,370.61,26,451,311,352714,1241,6,8,579,75.0000531592545,951.712042308626,4185
"HokageSeven-1911",288,2.49,2.71,43.5,23.09,23.09,8078.91,769.96,2.14,1.19,749.25,98,228,320,185815,531,38,7,213,23.0000086645352,248.001334668001,1185
"Eisenhoward-1686",199,3.55,5.18,50,21.74,21.74,7327,2241.62,2.17,3.74,732.7,99,381,492,307734,913,0,12,257,42,420,2104
"Gabbythegirl-1979",493,2.11,3.49,49.3,18.07,18.07,5431.91,4059.88,1.47,5.49,440.59,173,1312,989,793059,2638,9,50,1252,146.000025773623,1799.9931909485,1853
"mondkrater-1621",1233,1.86,2.46,26.7,20.53,20.53,8826.27,2333.73,1.65,3.13,709.89,18,118,120,132394,308,12,6,166,14.9999943350929,186.49931679556,3000
"EnderL-11946",166,2.36,3.77,54.3,23.47,23.47,6662.53,6435.73,1.96,8.94,555.1,101,955,567,539665,1901,7,24,807,81.0000105065193,972.19419924338,2244
"Froxy-21622",322,3.28,5.2,54.6,27.36,27.36,8686.21,3434.85,2.19,4.57,694,109,301,409,286645,903,6,3,275,33.0000080587506,413.033141210375,3016
"Romestia-2689",211,3.69,7.05,43.3,19.57,19.57,5390.08,7395.5,1.69,10.65,465.51,131,1647,919,921704,3347,5,42,906,171.000059368321,1979.98754054693,1914
"TheBlahhhMan-1453",133,2.42,3.57,42.4,16.76,16.76,5264.25,3937.32,1.83,7.17,575.17,47,453,385,310591,989,4,4,409,59.0000474901458,539.998609106873,1771
"Coletando-1935",451,2.88,4.26,51.7,23.48,23.48,7300.97,2973.24,1.91,4.03,594.28,141,1525,1190,1044039,3358,10,34,1164,143.000039720749,1756.81328666622,2357
"GiffenGood-1757",447,3.24,4.93,61.7,25.7,25.7,8360.99,4443.85,2.09,6.03,681.18,261,1664,1745,1245788,3829,14,60,1183,149.0000586055,1828.86755336328,3344
"DDOG-31643",895,1.69,3.39,51.3,13.81,13.81,4027.45,5436.01,1.28,8.41,373.98,20,524,344,314141,1077,5,11,638,77.9999751703932,839.994117332478,2308
"OWL-12291",144,2.65,3.48,48.4,25.16,25.16,8713.74,1680.71,2.05,2.28,710.11,69,294,383,270126,780,6,14,294,31.0000068856771,380.400219684274,2396
"Lima-2397",427,2.25,4.63,50.8,20.1,20.1,5609.44,7300.38,1.7,10.31,475.24,43,667,381,342176,1226,4,23,546,61.0000285233464,720.006733439946,2462
"Steveck-1114",701,2.6,3.31,47.8,22.92,22.92,8071.29,580.72,1.86,0.79,656.56,67,1108,956,912056,2590,22,52,997,113.000028496064,1389.14341415865,3935
"codeck-2807",301,2.38,4.76,59.3,21.08,21.08,7307.66,4304.34,1.74,5.92,602.69,105,1155,1012,862304,2487,15,34,1045,118.000016421125,1430.75876487083,2513
"VtrunK-2492",276,2.28,3.42,56.3,18.84,18.84,5654.69,3394,1.74,5.22,522.22,37,284,233,180950,603,0,5,264,31.9999858524517,346.501474474359,2629
"MechaShiva-1718",1040,2.74,4.03,42.6,23.55,23.55,8030.79,1813.36,1.98,2.54,675.93,200,963,1034,811110,2379,4,34,869,101.000026149358,1199.99112334117,2389
"NoYou-11597",267,2.19,2.46,60.3,20.76,20.76,6592.28,677.93,1.84,1,584.99,110,665,602,382352,1204,4,22,551,57.9999635937794,653.60433511684,1089
"Dank0Shank0-1128",214,2.51,2.84,37.5,20.24,20.24,7744.43,812.03,1.94,1.3,742.44,250,500,846,557599,1457,5,17,581,72.0000051650025,751.035773934594,2077
"Sturm-21510",728,2.73,5.3,53.1,23.38,23.38,7318,5579.94,2.08,8.27,650.49,46,239,292,234176,748,0,12,274,32,359.99938507894,3503
"Cap-11426",1102,3.13,3.51,48.9,28.22,28.22,10091.26,755.01,2.24,1,799.68,587,1815,2902,1876975,5248,19,72,1678,186.000063421218,2347.15761304522,3255
"lanie-11134",244,1.47,5.39,55,11.02,11.02,3194.81,7414.26,0.92,10.3,266.23,94,1778,1126,1086237,3748,26,41,2546,340.000500812255,4080.06986440296,3595
"EatenBrownie-1122",93,2.58,3.43,35.2,14.99,14.99,4788.9,1881.58,1.78,3.72,568.13,77,716,532,421423,1319,17,10,512,87.9999582367558,741.772129618221,1353
"Lobe7-2515",465,2.23,3.43,45.1,22.36,22.36,7334.77,3492.23,1.9,4.95,623.46,183,946,995,748147,2281,17,35,1022,102.000062714986,1199.99198023931,2207
"Lukemino-1741",942,1.9,4.43,49.1,16.48,16.48,4953.18,7108.6,1.39,9.97,416.7,75,747,576,525037,1747,12,12,918,105.99998384876,1259.98800095992,4083
"BaseNinja-2871",728,2.18,3.16,57.8,19.47,19.47,6811.09,2280.3,1.7,3.31,593.51,84,465,488,435910,1246,16,17,572,64.0000352366508,734.461087429024,3047
"MrMoo-21970",126,1.96,5.02,68.4,13.45,13.45,3138.57,7295.17,1.3,11.73,302.71,25,419,238,238531,1022,20,6,521,75.9998980427392,787.985200356777,2578
"Holoptics-1294",772,2.84,4.22,60,23.16,23.16,6752.1,1682.05,1.84,2.23,536.15,45,874,609,540168,1853,14,32,653,80,1007.49417140726,3297
"Huntottosaw-1434",634,2.43,3.9,50,18.5,18.5,6109,3129.19,1.74,4.91,574.96,23,119,134,97744,296,2,2,122,16,170.001391401141,2171
"ChickenLover-11552",883,2.22,3.58,51.4,20.13,20.13,7045.11,3353.23,1.68,4.66,586.82,331,1904,1755,1564014,4469,36,44,2015,221.999940384181,2665.23635867898,2329
"DEFEAT-21696",386,2.81,2.84,44.6,22.89,22.89,10266.57,71.76,2,0.1,896.29,192,1108,1278,1129323,2518,4,33,896,110.000029221054,1259.99732229524,2704
"Razghoul-1830",907,2.64,2.95,46.6,23.8,23.8,9985.08,1004.78,2.08,1.46,873.3,215,1017,1104,878687,2094,43,27,794,87.9999959940231,1006.16855605176,2448
"WarFox06yes0-2869",284,2.58,3.8,47.9,22.19,22.19,7648.65,2261.83,1.98,3.36,681.77,61,448,442,367135,1065,3,11,412,47.9999738515947,538.502720858941,2937
"Guilty-1577",319,2.39,3.67,50,20.13,20.13,5703.35,4077.06,1.65,5.58,468.63,75,1165,918,672995,2375,23,21,994,117.999947399335,1436.09030578495,2272
"Mercy-23950",1070,0.61,4.48,34.2,5.32,5.32,1564.45,11176.34,0.42,14.75,123.85,15,74,76,59449,202,0,0,330,37.9999360797724,480.008074283407,2940
"Kr0pka-1270",269,2.65,2.92,45,21.2,21.2,7571,1515.6,1.85,2.2,659.26,26,185,172,151420,424,2,3,160,20,229.681764402512,2601
"phrax-1775",1173,2.31,3.41,51.2,22.73,22.73,7797.02,1788.43,1.85,2.43,634.76,594,2210,2710,1980443,5774,20,55,2502,253.99998973967,3119.98708173168,3846
"Hazard-31264",671,2.87,3.82,58,22.59,22.59,7817.64,1620.11,1.92,2.29,663.59,312,1218,1507,1078835,3118,8,43,1088,138.000086982772,1625.75536099097,3434
"Elyassu-2552",112,1.96,4.5,49.7,16.26,16.26,5297.62,6483.06,1.39,9.24,452.86,162,1228,1040,842322,2586,9,22,1318,159.000079280885,1860.00529965111,2572
"TrollToll-11778",531,2.67,2.82,50.8,25.92,25.92,10425.68,1169.27,2.02,1.52,812.43,149,696,748,615115,1529,3,22,572,58.9999884899594,757.129845032803,2380
"RizzyLight-1565",624,2.47,2.83,56.4,26.46,26.46,10361.15,1062.33,2.06,1.38,804.79,90,417,518,404085,1032,0,22,418,39.0000144771575,502.09992668895,3322
"Tobbydu83-2146",80,2.51,4.08,48.6,19.65,19.65,5548.76,2229.84,1.7,3.22,480.82,23,367,205,205304,727,0,6,290,36.9999783735465,426.987230148496,2052
"Medic-12173",489,2.79,4.51,63.8,21.06,21.06,8171.96,4798.93,2.02,7.66,783.15,232,455,819,563865,1453,0,12,520,68.9999706312806,719.996169316223,3000
"hbools-1694",156,1.79,4.11,45,15.73,15.73,4544.38,3932.57,1.57,6.55,454.44,64,468,371,272663,944,9,6,528,60.0000440104041,599.997799489482,1215
"Information-2221",881,2.03,2.64,40,20.75,20.75,7673.65,1731.75,1.65,2.29,609.95,20,170,141,153473,415,3,5,204,20,251.615706205427,3098
"Life-12990",232,0.31,3.58,50,2.61,2.61,0,9183.59,0.2,12.03,0,4,103,41,0,172,0,0,555,NA,NA,2480
"dontsweattt-1956",371,2.36,3.42,50.9,21.23,21.23,7788.7,1552.36,1.75,2.13,640.66,57,534,431,412801,1125,12,16,477,52.9999871608869,644.337089876065,2578
"MeusArtis-1626",636,1.97,3.88,50.6,19.17,19.17,6685.65,5485.96,1.65,7.86,574.53,230,1453,1190,1136560,3259,34,46,1654,169.999925212956,1978.24308565262,3070
"Cygnus-11831",123,2.7,4.1,47.1,19.89,19.89,6324.3,3280.89,1.71,4.71,544.22,163,1005,985,765240,2407,9,15,890,120.99995256392,1406.12252397927,1449
"Magic-3761",53,2.34,3.11,45.5,19.39,19.39,7061.05,2595.34,2.03,4.53,739.73,67,331,419,310686,853,0,8,364,43.9999716756007,419.999188893245,3441
"LoryTheBest-21110",105,2.13,2.39,41.9,27.86,27.86,10299.86,398.56,2.17,0.52,803.82,103,485,733,442894,1198,12,19,563,43.000001941774,550.986539274962,1938
"FadeToBlack-21842",155,2.87,3.49,51.6,23.85,23.85,9030.86,2103.41,2.03,2.99,769,630,2116,2676,1995821,5270,28,54,1834,221.00010408754,2595.34590377113,2317
"ShadowAngeld-1532",290,3.07,4.93,62.9,20.27,20.27,6265.42,3756.76,1.76,5.43,543.73,50,558,487,388456,1257,9,13,410,61.9999936157512,714.428116896254,2170
"Strydker-1653",599,2.78,3.62,52.9,25.42,25.42,8785.28,1405.07,2.14,1.97,740.13,1375,3260,4973,3241767,9379,6,117,3370,368.99984974867,4379.99675732642,3187
"Liwow-2358",662,1.57,3.22,23.5,14.35,14.35,5295.94,4296.94,1.2,5.99,443.25,11,140,86,90031,244,3,2,155,17.0000037764778,203.115623237451,2409
"ItsHighNoon-1656",744,1.91,2.55,43.2,20.24,20.24,7812.76,3725.8,1.76,5.4,679.47,232,1845,1485,1484425,3845,10,50,2017,190.000076797444,2184.68070702165,1995
"xRAGNAROKx-11555",336,2.62,3.01,40.7,24.48,24.48,8671.67,1001.22,1.91,1.31,678.23,94,256,384,234135,661,26,8,252,26.9999896213763,345.214750158501,2902
"ChewBar-1571",766,3.19,3.79,43.8,28.12,28.12,9019.31,944.25,2.08,1.16,667.07,20,180,185,144309,450,2,8,141,16.0000044349291,216.332618765647,2657
"Harley-1291",102,2.45,3.23,51.5,20.97,20.97,8786.99,1999.73,1.84,2.92,769.76,533,2246,2424,2082516,4970,6,46,2030,236.999928303094,2705.40947827894,2534
"Zeus-16467",887,2.6,3.2,31.6,21.92,21.92,7306.87,1696.26,1.98,2.56,661.1,39,384,300,277661,833,6,8,320,37.9999917885497,419.998487369536,2187
"colefratti-2503",62,2.59,3.18,46,26.84,26.84,8871.3,4519.7,2.36,6.64,781.52,90,426,445,328238,993,3,16,384,36.9999887276949,419.999488176886,2015
"MasterYee-11349",406,1.82,3.33,44.7,17.19,17.19,5879.89,3872.34,1.41,5.27,480.55,58,354,355,276355,808,11,13,445,47.0000289121055,575.080636770367,2655
"Koleman-21293",410,2.7,3.28,52.9,22.88,22.88,8746.94,1373.06,2.02,2.02,771.32,30,152,181,148698,389,6,5,144,17.0000022865139,192.783799201369,2932
"Blommekagen-2197",88,2.54,3.91,49.3,27.76,27.76,10133.46,2203.72,2.28,3.02,832.39,425,2010,2885,2097626,5747,5,137,2259,206.999978289745,2520.00384435181,4186
"FivePee-2458",516,2.84,3.28,44.2,25.12,25.12,8783.09,1601.55,2.3,2.45,805.12,180,743,1040,676298,1934,14,26,682,77.0000079698603,839.996522257552,2319
"AussieSpy-1681",1587,3.12,3.49,50.9,23.29,23.29,8228.62,728.6,1.92,1,677.54,609,3419,3700,2715446,7685,42,108,2465,330.000170137885,4007.80175340201,2673
"Magus-1870",302,2.26,5.51,57.1,15.51,15.51,5029.96,6210.11,1.36,9.06,440.12,96,636,468,422517,1303,6,12,577,84.0000715711457,960.004089793693,2148
"Salubri-11453",913,0.69,5.03,34.9,5.4,5.4,1140.74,11198.42,0.48,16.72,102.19,9,104,49,49052,232,0,2,338,43.0001577923103,480.007828554653,2860
"SepticSeal-1446",778,2.47,5.31,49.1,19.55,19.55,5796.42,7384.15,1.54,9.68,455.82,40,515,310,307210,1036,6,15,420,52.9999551447273,673.972182001667,3123
"NightGamer-21620",546,3.26,3.37,56,26.43,26.43,7964.31,306,2.22,0.43,670.53,109,880,735,597323,1982,2,33,608,74.9999686099612,890.822185435402,2497
"Formortiis-11728",82,3.41,4.7,53.6,27.87,27.87,10154.54,1366.98,2.15,1.75,781.82,231,864,1130,852981,2341,9,37,687,83.9999645478771,1091.01967204727,3367
"sTn-21577",584,3.05,4.02,50,24,24,8350.14,894.93,2.09,1.3,726.55,23,114,139,116902,336,3,8,110,14.0000047903388,160.900144518615,3990
"uyer89-2778",16,2.35,3.04,49.5,24.53,24.53,8592.61,1565.25,2.05,2.18,717.85,447,2148,2417,1821634,5200,12,67,2217,212.000079137771,2537.62485198858,2255
"Onyx-12664",35,1.97,3.18,40,20.6,20.6,0,2894.77,1.72,4.02,0,38,331,254,0,618,4,8,314,NA,NA,2479
"Crazy-24386",657,2.34,3.16,47.3,22.88,22.88,7682.9,1743.65,1.88,2.38,630.13,349,1910,2271,1736335,5171,18,60,2211,225.999947936326,2755.51870248996,3525
"kyle99-2365",278,2.02,2.13,51.5,22.24,22.24,7930.55,727.58,2.04,1.11,726.97,105,284,419,261708,734,2,15,364,32.9999810858011,359.998349312901,2189
"Widowmaker-21221",113,2.49,5.78,50,13.5,13.5,4338.54,3068.38,1.8,6.82,578.47,61,65,190,104125,324,0,2,130,24.0000092196914,180.000691479247,1582
"Hyke-21534",662,0.24,5.36,36.1,1.69,1.69,471.95,11719.67,0.16,18.05,43.62,4,47,31,28789,103,7,0,421,61.0001059434262,659.995414947272,3000
"Ludwig-22135",575,2.24,3.35,60.4,21.48,21.48,7865.5,2059.77,1.73,2.77,633.84,40,410,469,377544,1031,6,18,461,48,595.645588792124,3512
"Bannix-11103",363,3.33,7.43,48,22.29,22.29,4212.21,13384.92,1.9,19,358.83,26,990,318,315916,1672,0,23,502,75.0000593512669,880.405763174762,2471
"Whalesong-11128",638,2.77,7.74,60.5,22.58,22.58,6388.13,7652.71,1.75,9.88,494.9,38,391,290,242749,858,4,5,310,38.00000939242,490.501111335623,2316
"TigersFan1-1886",279,3.14,8.07,52.6,22.16,22.16,6876.53,6286.63,2.34,11.06,725.86,23,225,138,130654,421,0,0,134,18.9999898204472,179.998897859091,1991
"Bobi-2340",913,1.94,5.11,47.7,15.96,15.96,3997.07,8649.86,1.31,11.82,327.6,109,999,768,695490,2777,8,21,1428,173.999954967013,2122.98534798535,3667
"Titan-21748",514,2.51,3.18,56.2,24.43,24.43,9191.88,1627.56,2.03,2.25,762.34,213,791,1069,818077,2174,7,24,865,88.9999651866648,1073.11304667209,3031
"Pyros-11352",1094,2.46,2.55,47.4,22.9,22.9,8946.62,145.96,2.01,0.21,786.05,316,2486,2170,2093509,5359,10,79,2179,233.999991058076,2663.3280325679,2486
"sevren-2206",554,3.3,4.89,47.9,23.69,23.69,7798.32,1563.49,1.93,2.13,636.02,82,883,756,748639,2274,9,34,689,96.0000359051693,1177.06833118455,3270
"Vandestelga-1614",187,1.92,3.1,56.4,18.21,18.21,6118.62,4189.56,1.55,5.93,519.62,40,373,302,238626,710,2,5,370,38.9999705816017,459.231746276125,2018
"Shonkt-2155",115,2.03,2.34,40,14.68,14.68,0,481.68,1.53,0.84,0,34,144,178,0,367,0,0,181,NA,NA,2329
"Regicide-11833",238,2.5,2.8,46.4,22.86,22.86,0,1012.89,2.67,1.97,0,103,225,356,0,640,0,4,256,NA,NA,2703
"Jackpozz-2637",423,2.91,3.77,49.2,23.27,23.27,7866.57,240.95,1.98,0.34,669.81,59,667,526,495594,1466,15,17,503,63.0000114408186,739.902360370852,2617
"Sarahhh-1670",1714,0.85,3.22,47,8.27,8.27,24.4,8480.98,0.63,10.68,1.84,126,2073,1021,10955,3715,25,37,4370,448.975409836066,5953.80434782609,2697
"Frog-21887",384,3.16,3.67,54.6,23.59,23.59,8389.05,1156,2.16,1.77,769,37,231,248,184559,519,2,6,164,21.9999880796991,239.998699609883,2382
"Ares-19604",148,2.5,3.15,48.7,21.64,21.64,8514.05,2752.62,2.01,4.26,790.59,129,343,402,332048,844,4,9,337,39.0000058726458,420.000252975626,1929
"Nocturn-21461",563,2.73,3.17,48.7,23.53,23.53,9482.77,890.99,2.02,1.27,813.08,496,1729,2408,1811210,4495,20,72,1646,191.00009807261,2227.59138092193,3019
"Eunha-11622",151,2.29,3.71,51.9,19.16,19.16,6362.91,4079.52,1.71,6.08,568.79,172,795,1015,687194,2069,13,26,902,107.999955994977,1208.1682167408,2413
"HarryButcher-2906",1603,2.1,2.5,50.5,21.7,21.7,9601.23,37.73,1.77,0.05,785.17,61,948,1055,1027332,2322,13,59,1108,107.000040619796,1308.41983264771,4230
"XSennin-2721",569,2.62,2.78,47.5,25.88,25.88,9694.54,659.56,2.25,0.96,843,267,1150,1552,1163345,3105,20,49,1183,120.000020630169,1380.0059311981,2799
"ERiN-12224",422,4.01,4.73,62.1,25.27,25.27,7705.18,1906.5,2.32,2.91,706.77,454,957,1439,793634,2603,8,24,649,103.000059700098,1122.90278308361,1930
"MisterG-21231",46,2.58,2.89,44.8,21.64,21.64,7954.9,1030.85,1.92,1.53,706.57,237,599,799,532978,1450,0,14,563,66.9999622873952,754.317335861981,1554
"Pitohui-11117",791,2.35,2.7,51.2,25.4,25.4,9573.61,603.39,2.09,0.83,788.41,255,729,1128,804183,2134,4,26,907,83.9999749310866,1020.00608820284,3362
"Gintoki23-11223",576,2.14,4.46,50.6,18.3,18.3,4479.13,5434.21,1.47,7.26,358.81,149,1359,861,689786,2818,15,22,1315,153.999995534847,1922.42691117862,2657
"ShawnOFF-1789",2335,3.71,5,54.4,26.05,26.05,10180.41,1312.64,2.17,1.82,848.42,287,1303,1688,1384536,3543,3,65,956,136.000023574689,1631.89929516042,4503
"Raven-22750",90,1.67,2.06,47.3,14.38,14.38,4584.25,1481.78,1.32,2.26,420.22,118,364,389,252134,791,0,7,475,55.0000545345476,600.004759411737,708
"NoxiousBambi-1307",467,2.62,3.4,51.4,26.26,26.26,9152,1776.55,1.99,2.25,694.58,274,1496,1761,1317888,3781,17,60,1445,144,1897.38834979412,2891
"Analog-11147",1046,1.84,5.84,50.8,11.97,11.97,2299.97,10764.81,1.03,15.39,197.29,11,378,151,154098,802,2,2,435,67.0000043478828,781.073546555832,2918
"Der5imi-2347",1487,2.21,2.77,50,20.91,20.91,8425.03,804.88,1.71,1.1,689.67,78,592,692,640302,1589,6,28,718,75.999966765697,928.417939014311,4071
"Sara-31337",725,2.54,2.86,50.9,19.72,19.72,6789.38,648.91,1.75,0.96,601.8,91,384,435,359837,1045,2,7,412,52.9999793795604,597.934529744101,2264
"Xeru-11591",85,3.42,6,70.6,25.76,25.76,7757.82,4471.41,2.43,7.04,732.68,31,161,178,131883,438,0,12,128,17.0000077341315,180.000818911394,2528
"Spugedius-2881",675,2.12,5.98,38.3,16.41,16.41,5516.6,7847.4,1.3,10.39,438.35,66,597,453,518560,1543,21,17,729,93.9999274915709,1182.98163567925,4012
"EdyBear-1211",344,2.19,2.78,52.2,19.5,19.5,6761.76,1076.89,1.71,1.58,593.97,37,379,342,311041,897,7,11,409,46.0000059156196,523.664494839807,2307
"Quig-1553",276,2.53,6.66,50.3,19.88,19.88,6368.38,6103.66,1.67,8.56,536.14,190,1521,1284,1254570,3916,3,62,1546,196.999864957807,2340.00447644272,3394
"ManGoJai-4164",807,3.06,9.37,59.7,19.08,19.08,7051.16,8895.66,1.57,12.17,579,52,429,383,437172,1183,7,6,387,62.0000113456509,755.046632124352,4467
"MollyMise-2801",84,3.62,3.66,62.1,33.79,33.79,0,799.31,2.72,1.07,0,96,384,524,0,980,9,9,271,NA,NA,2411
"Kierby-11666",395,2.81,4.84,52,23.37,23.37,7393.61,2780.59,1.99,3.94,628.46,110,1192,794,754148,2384,9,33,847,101.999970244576,1199.99363523534,2378
"Adroc-1637",159,3.56,4.5,60.6,25.12,25.12,8237.3,4224.27,2.3,6.45,755.09,74,390,386,271831,829,0,9,233,33.0000121399002,359.998145916381,1702
"CynicalS-1854",634,2.17,2.69,57.1,22.57,22.57,8288.33,756.19,1.76,0.98,646.84,20,203,196,174055,474,24,15,218,21.0000084456097,269.085090594274,2433
"kids-4579",896,3.95,5.81,57.1,25.27,25.27,8731.21,1714.15,2.17,2.46,751.36,157,1138,1304,1100133,3184,5,56,806,126.000061847098,1464.18893739353,4210
"Shaboom-2838",576,1.71,4.35,50.4,16.67,16.67,4187.14,7683.96,1.3,9.96,325.71,68,910,609,515018,2051,7,20,1196,122.99994745817,1581.21641951429,3656
"Eldest-11823",160,2.99,3.31,60.3,28.04,28.04,9214.57,776.74,2.44,1.13,802.01,361,1464,1969,1299255,3954,2,38,1322,141.000068369984,1619.9985037593,3400
"DeadlyKitten-173126",315,2.98,4.13,48.8,22.54,22.54,7618.93,2763.05,1.96,4.01,663.57,68,298,400,312376,924,17,8,310,40.9999829372366,470.750636707506,2699
"status201-1176",720,3.35,4.43,55,24.6,24.6,8548.6,1444.3,2.03,1.99,705.33,29,201,184,170972,492,3,8,147,20,242.400011342209,2200
"dragerfroe-1894",223,3.32,4.76,51,24.95,24.95,7679.45,5548.13,2.17,8.03,666.67,157,1338,912,798663,2595,3,31,782,104.000026043532,1197.98851005745,1891
"DracoKami-1564",716,1.95,4.56,52.8,13.75,13.75,3869.31,6827.75,1.21,10.03,340.95,31,188,182,139295,495,4,4,254,35.9999586489581,408.549640709781,2141
"OLN-21921",61,2.28,2.87,50,22.18,22.18,8063.43,760.68,1.77,1.01,642.79,43,597,578,548313,1508,12,24,660,67.9999702359914,853.020426577887,3654
"TigBiddyGoth-1233",757,1.65,6.85,50.7,10.51,10.51,2337.19,10802.45,0.87,14.95,194.11,52,1173,488,488473,2197,9,33,1331,209.000124080627,2516.47519447736,2571
"Tomatoes-1590",207,1.95,2.9,33.3,21.53,21.53,0,3754.47,1.79,5.21,0,85,270,333,0,646,2,5,332,NA,NA,2243
"McOrange-1882",277,2.35,2.68,53,22.58,22.58,7942.78,494.02,1.96,0.72,691.1,603,2453,3366,2263693,6436,22,96,2737,285.000088130352,3275.49269280857,3119
"Berial-2906",415,2.85,3.8,57.5,25.89,25.89,8223.83,3839.57,2.25,5.57,715.78,64,548,521,386520,1217,3,31,427,46.9999987840216,539.998323507223,2482
"Cuddlesworth-21785",1043,2.94,3.49,48.7,26.37,26.37,10371.55,744.5,2.2,1.03,864.3,209,1086,1544,1192728,3032,6,59,1030,114.999975895599,1379.99305796598,4079
"SilentDeath-12327",586,2.56,5.35,56.3,18.53,18.53,5990.49,4957.53,1.6,7.15,518.41,204,1096,978,808716,2502,5,21,978,134.999974960312,1559.99305568951,2643
"Mournflakes-1238",759,2.68,3.83,58.1,24.48,24.48,7958.48,3405.1,2.11,4.89,685.31,52,338,356,246713,759,7,12,283,31.0000150782562,360.002042871109,4111
"Quatro-1262",163,3.91,4.77,63.6,18.82,18.82,5417.73,1163.09,1.9,1.96,547.58,2,114,50,59595,207,7,3,53,10.9999944626255,108.833412469411,2124
"Anforgiven-1736",142,1.36,5.53,52,11.44,11.44,4085.76,8405.76,1.19,14.59,425.6,11,102,99,102144,286,9,5,210,25,240,4143
