Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
Dankestmeme-12234,480,"2,046",2.57,2.86,45.5%,22.90,22.90,"9,583.13",429.26,2.10,0.66 ,878.45,235,855,"1,038","737,901","1,763",0,29,686
LEO-2878,236,"2,045",2.60,5.10,53.4%,18.38,18.38,"5,660.30","4,912.51",1.66,7.40,511.41,99,835, 691,"583,011","1,893",4,24,727
deivid-2728,145,"2,045",1.86,1.94,33.3%,18.23,18.23,"7,863.43",63.60,1.82,0.11,786.34,53,215,286,"235,903",547,0,5,294
DBTaylor123-2619,100,"2,045",2.52,3.57,59.1%,22.77,22.77,0.00,"7,231.09",2.09,11.05,0.00,43,274 ,201,0,501,13,7,199
Mettat0n-2190,655,"2,508",1.71,3.80,46.9%,14.24,14.24,"3,874.18","10,433.15",1.21,14.75,328.54,29," 1,272",360,"685,730","2,521",50,14,"1,475"
FeedDahBirds-1254,77,"2,044",3.45,9.18,76.0%,22.80,22.80,"6,571.84","7,348.72",1.85,9.95,533.72,15,298, 196,"164,296",570,0,3,165
Klausenstein-2936,183,"2,044",1.73,2.80,50.0%,16.12,16.12,"5,060.06","2,741.44",1.50,4.24,469.86,53,683,405,"394,685","1,257",3,13,728
aguerr00-1795,"1,095","1,905",2.28,4.02,48.8%,16.83,16.83,"4,957.88","3,988.65",1.54,6.08,453.81,269,"2,047","1,572","1,279,133","4,343",39,33,"1,901"
Goldenxray-1404,295,"2,002",2.07,2.86,48.0%,24.48,24.48,"7,866.80","3,141.80",1.87,4.01,601.87,34,305,251,"196,670",612,16,11,295
CryoBearzz-1450,319,"2,043",3.37,4.02,53.9%,29.95,29.95,"10,315.13",708.51,2.43,0.96,838.10,128,476 ,657,"402,290","1,168",2,16,347
TheUnderdog-11488,973,"2,043",2.14,2.83,41.3%,19.70,19.70,"7,667.51","1,828.32",1.73,2.67,671.59,411,"2,604","2,559","1,893,874","4,867",11,62,"2,276"
drizzy-21163,134,"2,043",2.34,2.73,44.5%,22.58,22.58,"9,161.97","1,312.19",1.96,1.90,796.22,448,"1,131","1,772","1,337,648","3,297",22,48,"1,406"
Lain-12602,565,"2,043",1.48,3.51,59.6%,11.66,11.66,"3,270.48","3,707.65",1.15,6.11,323.41,39,580,306,"291,073","1,038",4,9,702
Realstaff-2348,513,"2,131",1.87,2.10,33.3%,19.53,19.53,"8,060.77",836.30,1.70,1.21,701.48,56,215,323,"241,823",586,16,5,314
BunnY-12269,315,"2,042",2.59,2.98,48.7%,26.77, 26.77,0.00,"1,461.38",2.15,1.96,0.00,805,"2,289","3,157",0,"5,942",31,77,"2,293"
Bembi-21330,168,"2,042",2.46,3.25,41.8%,17.45,17.45,"6,190.60","2,472.73",1.78,4.20,630.52,66,456,381,"340,483",960,9,12,390
Daylinara-2151,296,"1,991",1.65,5.07,46.5%,13.90,13.90,"3,761.00","7,322.59",1.27,11.17,344.22,35,478,344,"267,031",987,9,6,597
Chromiox-2174,45,"2,041",2.51,6.44,58.0%,17.96,17.96,"4,690.74","5,833.70",1.66,9.00,434.33,64,417,347,"234,537", 898,7,0,358
Fjant-21996,534,"2,168",1.09,6.33,45.8%,6.04,6.04,"1,432.46","10,094.60",0.52,14.36,122.28,13,119,98,"68,758",290,0,7,265
Avogato-3270,230,"2,041",1.85,2.97,48.6%,17.37,17.37,"6,133.57","2,933.11",1.58,4.43,556.22,73,225,309,"214,675",608,3,8,328
Kevy128-2688,258,"2,067",1.40,6.39,55.6%,9.18,9.18,"2,046.91","11,464.84",0.80,16.66,178.50,19,198,99,"92,111",413,2,2,296
Bread-12390,83,"2,084",2.54,4.05,50.0%,21.57,21.57,"7,621.64","3,517.86",1.76,4.77,620.43,16,136,144,"106,703",302,8,12, 119
elias687-2639,241,"2,080",1.67,2.28,68.9%,17.69,17.69,"5,781.40","1,144.96",1.49,1.60,486.00,18,457,255,"260,163",796,12,12,476
retom-11501,307,"2,039",0.39,3.18,42.9%,3.50,3.50,663.57,"10,811.31",0.31,15.77,58.06,2,75,38,"27,870",147,0,3,379
Sindor-1490,669,"2,041",1.53,4.14,59.0%,13.72,13.72,"3,776.56","9,683.00",1.12,13.19,308.55,15,294,128,"147,286",535,7,6,349
MrBiggz-2815,323,"2,039",1.99,3.62,52.9%,15.76,15.76,"5,805.41","2,397.76",1.49,3.77,548.29,88,487,425,"394,768","1,072",4,11,539
TPMaster-2802,77,"2,039",3.18,4.45,47.9%,23.50,23.50,"7,007.94","1,474.92",2.35,2.46,700.79,103,444,451,"336,381","1,128",0,15,355
Nocyne-2701,166,0,2.77,3.16,52.2%,20.70,20.70,"8,172.57",533.83,2.09, 0.90,823.58,69,158,287,"187,969",476,25,6,172
Nervillo-2962,62,"2,038",3.17,4.07,52.4%,19.19,19.19,"6,883.86","3,580.83",1.79,5.56,641.45,55,391,358,"289,122",806,9,3,254
Obaladara-2125,343,"2,038",1.87,2.91,43.2%,16.94,16.94,"6,260.74","4,898.97",1.48 ,7.14,547.60,108,"1,145",848,"870,243","2,355",24,15,"1,260"
FriendLazer-1849,565,"2,117",3.21,6.54,46.7%,22.02,22.02,"6,453.40","4,631.23",1.82,6.38,533.70,97," 1,000",727,"677,607","2,312",6,18,720
zPaxus-2737,244,"2,445",3.46,3.94,59.7%,29.05,29.05,"9,213.53","1,103.71",2.51,1.59,795.39,218,717,"1,023","571,239","1,801",14,19,520
Skoomsy-2122,534,"1,880",2.45,5.72,38.5%,18.54,18.54,"4,182.50","9,416.81",1.60,13.54,360.96,14,266,123,"108,745",482,0,8,197
CallHound-1979,103,"2,051",2.00,2.34,42.9%,20.12,20.12,"7,450.16",712.57,1.68,0.99,622.70,95,380,447,"365,058",986,7,9,492
Vann-11986,247,"2,037",1.06,3.97,62.5%,7.58,7.58,"2,126.88","10,555.92",0.76,17.59,212.69,10,92,61,"51,045",182,0,2,172
Rain-14839,317,"2,032",2.29,3.09,46.4%,20.99,20.99,"7,336.10","2,872.17",1.88,4.29,656.72,263,"1,035","1,317","917,013","2,624",2,34,"1,146"
SEN-11381,168,"2,037",1.82,3.08,43.8%,18.38,18.38,"6,393.71","4,504.65",1.63,6.67,568.33,48,423,323,"306,898",882, 6,8,485
Storari-11918,436,"2,430",2.64,4.07,41.3%,22.74,22.74,"8,080.74","4,510.61",1.94,6.42,690.59,141,"1,274","1,063","977,770","2,751",8,27,"1,044"
Boz-1441,280,"2,036",2.52,3.57,37.5%,21.50,21.50,0.00,"5,447.38",2.15,9.08,0.00,43,553,329,0,"1,032", 2,6,409
killerqueen9-2123,445,"2,103",1.84,2.52,50.0%,23.00,23.00,"7,805.60","7,112.65",1.70,8.76 ,576.95,21,253,157,"156,112",460,10,6,250
Otrebla-1359,238,"1,944",2.57,3.37,56.3%,21.50,21.50,"6,650.94","2,376.56",1.73 ,3.18,534.44,35,134,142,"106,415",344,4,4,134
Zeph-12761,249,"2,036",2.06,2.33,47.5%,23.87,23.87,"9,165.38",704.66,2.07,1.02,795.94,422,"1,822","2,347","1,814,746","4,726",10,71,"2,289"
Aireil-2917,165,"2,036",1.64,2.31,46.4%,17.54,17.54,"5,892.50","1,619.32",1.64,2.52,549.97,50,182,286,"164,990",491,0,6,300
Markus-24341,416,0,3.00,39.00,100.0%,36.00,36.00,"10,136.00","188,438.00",2.35,204.60,660.33,3,18,15,"10,136",36,10,17,12
NoOne-21217,420,0,2.57,2.85,66.7%,22.67,22.67,"8,752.00","2,332.67",2.00,3.43,771.48 ,10,62,59,"52,512",136,3,4,53
SkyOnPC-1690,184,"2,052",3.01,4.40,45.8%,23.04,23.04,"6,595.38","4,290.83",1.94,6.02,554.77,50,547,344,"316,578","1,106",4,19,367
SrJuLeeN-2110,361,"2,682",2.20,2.88,51.1%,21.51,21.51,"8,015.65","2,167.18",1.91,3.20,710.95,271,"1,179","1,429","1,050,050","2,818",37,38,"1,281"
crackh3ad-21395,610,"2,034",2.04,2.24,41.9%,23.32,23.32,"8,528.42",300.48,2.01,0.43,734.39,170,282,437,"264,381",723,3,10,354
Zaba-2795,210,"2,034",2.93,4.88,60.7%,21.57,21.57,"7,653.89","4,669.68",2.01,7.26,714.36,25,271,230,"214,309",604,0,12,206
sammeyouboi-2510,177,"2,034",2.19,3.31,47.3%,19.88,19.88,"6,916.30","3,740.16",1.64,5.15,571.93,181,"1,158","1,245","892,203","2,565",14,39,"1,169"
DANTAVER-2127,200,0,2.64,3.99,66.7%,24.33,24.33,"7,694.56","3,640.33",2.13,5.31,672.99,22,101,98,"69,251",219,12,2,83
ARTIST-11398,374,"2,033",2.59,2.91,50.0%,22.73,22.73,"7,642.16",642.90,2.21 ,1.04,742.99,233,494,831,"534,951","1,591",4,14,614
Nillo-11687,681,"1,920",2.27,6.38,46.5%,12.74,12.74,"3,006.55","9,594.25",1.06,13.24 ,248.92,35,676,266,"303,662","1,287",15,9,567
RentalRemy-1978,181,"2,066",4.26,6.30,61.5%,28.85,28.85,"8,862.77","4,580.92",2.05,5.44,631.03,32,149,154,"115,216",375,4,5,88
ganinian-1904,527,"2,483",2.97,4.96,54.8%,22.06,22.06,"6,868.51","3,539.20",1.89,5.05,588.19,184,"1,259","1,185","927,249","2,978",6,41,"1,003"
Swift13-11873,636,"2,033",3.13,5.76,42.6%,21.67,21.67,"7,314.03","4,937.61",1.76,6.67,592.69,151,"1,360","1,171","1,031,278","3,056",7,45,976
Dex-11312,87,"2,032",2.20,3.42,50.9%,20.10,20.10,"7,250.61","2,438.75",1.80,3.63,648.16,82,566,524,"427,786","1,186",4,13,540
Liability-11150,389,"2,032",2.14,2.93,53.1%,16.35,16.35,"5,737.65","1,376.55",1.54,2.16,540.41 ,325,"1,662","1,825","1,394,249","3,974",11,31,"1,854"
Blazyxa-2429,159,"2,032",2.32,3.08,50.0%,20.55,20.55,"7,457.13","1,624.57",1.77,2.34,643.36,287,"1,529","1,591","1,312,455","3,617",18,41,"1,560"
Skrt-21487,286,"2,032",3.17,3.58,53.9%,25.60,25.60 ,"9,675.43","1,007.80",2.11,1.39,798.61,300,"1,204","1,417","1,006,245","2,662",9,56,839
snowbyte-2577,414,"1,867",1.63,1.95,45.7%,15.16,15.16,"6,533.21",159.67,1.30,0.23,558.15,90,"1,049",924,"914,650","2,123",14,34,"1,302"
Roman-12566,234,"1,942",2.00,2.29,34.6%,15.58,15.58,"6,298.73",931.38,1.68,1.67,678.41,68,133,236,"163,767",405,2,11,202
Akane-2239,363,"2,031",0.17,5.23,45.4%,1.43,1.43,333.11,"11,802.83",0.12,16.06,27.20,13,123,69,"65,290",280,0,2,"1,604"
abdalhade-2270,258,0,2.85,2.96,60.0%,30.80,30.80,"11,458.80",250.40,2.27,0.31,845.88,23,52,87,"57,294",154,0,4,54
Harry588-1148,149 ,"2,336",2.25,3.70,56.7%,19.17,19.17,"6,239.47","5,251.12",1.64,7.49,533.78,23,657,362,"374,368","1,150",11,14,512
Citygrove-1885,210,"2,031",1.34,2.73,42.0%,13.44,13.44,"3,616.36","5,894.52",1.24,9.10,334.85,18,382,157,"180,818",672,8,5,501
Alazka-2602,204,"2,031",2.70,5.52,53.7%,21.56,21.56,"5,997.34","7,136.24",2.10,11.61,585.45,36,416,321,"245,891",884,4,9,328
TheUnforgivN-21391,229,0,1.67,1.96,0.0%,0.00,22.50,"10,247.00","1,637.50",1.27,1.54,580.02,3,18,19,"20,494",45,0,3,27
NightKnight-114517,448,"2,030",1.47,4.14,47.6%,11.43,11.43,"2,170.33","11,195.19",1.33,21.77,253.21,3,136,38,"45,577",240,0,2,163
krumz-11172,415 ,"1,842",2.42,3.40,43.9%,17.59,17.59,"5,671.51","2,701.98",1.65,4.21,530.69,33,299,228,"232,532",721,11,6,298
Steel-1276,"1,174","2,030",2.74,4.45,50.7%,19.34,19.34,"5,484.54","4,280.98",1.69,6.25,480.48,173,"1,982","1,348","1,124,331","3,965",46,40,"1,447"
Smigs-1240,89,"2,088",4.56,8.03,68.6%,24.63,24.63,"4,725.97","9,148.31",2.27,14.04,435.08,26,432,222,"165,409 ",862,0,20,189
Fallen-1222,791,0,2.83,2.99,45.2%,25.06,25.06,"9,804.48",611.42,2.19,0.89,858.06,77,338,404,"303,939",777,12,17,275
JusticeHunt-2430,265,"2,029",2.60,3.48,50.0%,21.92,21.92,"6,638.22","3,264.28",1.81,4.49,547.34,36,338,295,"238,976",789,6,8,304
Andrx-11177,297,0,2.00,12.00,100.0%,22.00,22.00,"6,833.00",352.00,1.55,0.41,480.07,2,18,12,"6,833",22,5,18,11
JF14-1820,322,"2,029",2.23,3.10,44.2%,20.33,20.33," 6,807.65","3,460.86",1.82,5.17,609.85,50,374,358,"292,729",874,5,8,392
REAT1VEONE-2852,251,"2,029",2.23,2.68,47.1%,19.89,19.89,"6,653.16",861.51,1.81,1.31,606.96,185,860,808,"691,929","2,069",12, 33,928
Tecknique-11765,"1,620","2,108",2.19,2.45,51.6%,22.02,22.02,"7,931.65",505.18,1.87,0.71,672.32,558,"2,653","3,075","2,474,676","6,870",27,71,"3,138"
SrK-21521,281,"2,028",3.38,4.44,73.9%,23.35,23.35,"6,127.61","1,784.22",2.24,2.85,587.23,13,245,152,"140,935",537,4,2,159
leech-11541,308,"2,766",2.00,4.52,65.0%,20.40,20.40,"6,878.78","5,407.20",1.68,7.42,566.70,42,369,288,"275,151",816,7,2,409
GeoffTheFleb-2788,715,"2,159",3.34,4.94,51.4%,23.49,23.49,"7,040.96","1,531.66",2.08,2.26,622.99,69,985,603,"521,031","1,738",26,20,521
djkamil90-2556,202,"2,140",2.72,3.58,53.8%,22.69,22.69,"8,148.62","3,489.77",1.91,4.89,685.35,64,283,296,"211,864",590,3,7,217
ThatShizCray-1611,"1,306","1,958",2.82,3.79,44.0%,20.09,20.09,"7,091.70","2,137.70",1.80,3.20,636.09,254,"1,187","1,277","999,929","2,832",6,25,"1,006"
Leozwa-1573,145,"2,028",2.18,2.53,43.5%,17.17,17.17,"7,677.78","1,690.26",1.65,2.70,735.79,46,184,187,"176,589",395,0,5,181
Gizno-11558,362,"1,953",3.04,4.01,51.1%,25.93,25.93,"8,225.09","1,567.13",2.18,2.20,692.50,167,424,654,"370,129","1,167",7,15,384
Jarod-11145,284,"2,027",2.09,3.63,53.1%,18.21,18.21,"6,123.04","5,733.23",1.62,8.49,544.27,170,846,817,"587,812","1,748",16,17,838
Zalphos-1264,271,"2,127",6.17,6.81,70.0%,32.10,32.10,"9,129.60",880.90,2.74,1.25,779.53,14,115,129,"91,296",321,4,8,52
Tsalagi-11695,592,"2,116",2.55,3.97,44.4%,21.13,21.13,"6,554.19"," 3,030.92",1.75,4.19,543.00,69,"1,094",696,"707,852","2,282",16,28,895
Anarchy-31202,368,"2,027",1.92,6.20,66.7%,11.33,11.33,"2,942.33","6,562.88",1.13,10.94,294.23,9,132,83,"70,616",272,0,0,142
NoxiousBambi-1307,467,"2,891",2.62,3.40,51.4%,26.26,26.26,"9,152.00","1,776.55",1.99,2.25,694.58,274,"1,496","1,761","1,317,888","3,781",17,60,"1,445"
Dylan-11885,132,"2,104",2.83,4.24,47.8%,22.36,22.36,"6,394.23","1,205.20",1.96,1.76,560.87,108,630,610,"441,202","1,543",4,24,546
MrsBambi-2605,153,"1,870",1.85,2.18,50.0%,19.32,19.32,"6,951.60","1,191.47",1.68,1.73,604.42,315,402, 824,"472,709","1,314",19,14,709
Kaen-11608,367,"2,168",2.31,3.14,58.3%,21.08,21.08,"6,773.08","2,002.72",1.69,2.67,541.67,27,341,286,"243,831",759,3,9,328
Haelkias-2294,938,"2,179",2.51,3.44,52.4%,21.23,21.23,"7,364.37","2,177.54",1.78,3.03,615.82,175,898,978,"758,530","2,187",7,13,870
Manstein-31627,500,"2,124",1.68,1.87,46.2%,16.00,16.00,"4,928.23",624.85,1.54,1.00,473.63,24,82,101,"64,067",208,6,15,124
Nacho-1929,487,"2,460",2.50,3.90,50.9%,20.88,20.88,"7,130.25","4,196.81",1.67,5.59,570.25,70,"1,890","1,540","1,247,794"," 3,654",10,65,"1,461"
CosmicMelody-1211,280,"1,965",3.38,4.33,61.5%,20.31,20.31,"6,625.23","1,311.00",1.84,1.98,600.68,16,97,136,"86,128",264,2,2,78
Franceschini-21979,280,0,8.67,13.00,100.0%,26.00,26.00,"5,815.00","501,567.00",3.35,"1,076.32",748.71,252,12,5,"5,815",26,8,48,3
Jackw1234-1175,361,"2,024",2.16,3.47,44.2%,18.75,18.75,"6,599.94","4,180.79",1.57,5.84,553.15,131,897,898,"626,994","1,781",6,49,826
Tractor-21405,318,"1,998",2.21,2.44,40.0%,18.15,18.15,"6,465.60",74.50,1.86,0.13,661.67,33,137,178,"129,312",363,5,3,164
Miuna-11362,287,"2,695",0.49,3.37,33.3%,4.33,4.33,"1,373.53","8,981.27",0.39,13.48,123.70,219,18,18,"20,603",65,4,27,132
CriticalHit-11160,343,"2,024",3.56,5.78,57.1%,20.66,20.66,"5,563.36","3,889.98",2.14,6.72,576.94,57,445,366,"311,548","1,157",7,9,325
harpo-21298,263,"1,921",1.75,3.54,50.9%,12.07,12.07,"3,021.87","10,394.63",1.06,15.14,264.10,144,"2,248",900,"1,009,303","4,033",116,15,"2,311"
Mordeccai-1132,125,0,2.12,2.35,40.0%,18.80,18.80,"7,398.60","1,170.67",1.84,1.91,724.09,24,121,148,"110,979",282,9,10,133
Altayer33-2646,254,0,2.47,4.68,33.3%,15.67,15.67,"4,379.67","4,176.67",1.88,8.34,524.51,4,17,21,"13,139",47,9,12,19
Turtles-11923,182,"2,023",2.29,4.90,54.1%,19.09,19.09,"6,296.91","5,361.26",1.81,8.48,597.40,59,648,451,"465,971","1,413",7,9,618
KingH-1880,119,"2,108",2.05,2.45,47.6%,22.09,22.09,"8,078.67","1,114.41",1.98,1.67,724.77,450,"1,803","2,408","1,696,520","4,639",5,54,"2,262"
waverider-1812,372,"2,272",2.40,3.91,50.0%,19.57,19.57,"6,861.00","4,926.07",1.59,6.67 ,557.00,16,143,95,"96,054",274,2,10,114
PINKY-12331,550,"2,022",2.45,3.62,49.3%,20.03,20.03,"30,550.25","2,884.85",1.69,4.06,"2,582.22",71,709,455,"2,169,068","1,422",3,12,580
Lancelot-12668,119,"2,022",2.52,5.64,45.8%,16.50,16.50,"5,809.08 ","4,651.75",1.65,7.75,580.91,18,216,146,"139,418",396,0,2,157
PR0M1N3NT-2279,723,"2,021",1.91,2.41,48.6%,17.38,17.38,"7,231.11","1,747.80",1.59,2.66,661.42,907,"4,083","3,847"," 3,333,540","8,012",24,95,"4,189"
DamDnielFrog-1887,319,"2,021",3.02,5.48,53.8%,18.90,18.90,"4,497.74","5,911.87",1.70,8.87,405.11,21,397,228,"175,412",737,0,7,244
Theoretic-1574,751,"2,225",2.46,4.33,48.7%,19.42,19.42,"6,626.23","4,747.33",1.62,6.59,551.88,118,"1,645","1,102","1,046,945","3,069",15,53,"1,247"
Kacheeky001-1857,680,"2,446",3.10,3.47,49.4%,24.34,24.34,"7,093.27",378.37,2.13,0.55,620.54,98,"1,005",757,"631,301","2,166",6,32,699
Terons-3221,367,"2,021",2.14,2.59,46.4%,20.94,20.94,"6,807.73",968.24,1.81,1.39,588.32,259,"1,373","1,271","953,082","2,932",16,28,"1,370"
SleepyBear-26217,281,"2,021",1.98,2.45,50.9%,17.72,17.72,"6,335.95","1,721.81",1.53,2.48,547.20,45,615,412,"361,149","1,010",11,11,510
avi-12759,151,"2,020",2.58,3.52,55.0%,21.82,21.82,"7,039.18","2,326.75",1.82,3.23,585.54,53,456,364,"281,567",873,4,12,338
Izg187-1125,86,0,1.60,3.08,0.0%,0.00,20.00,"6,762.00","11,468.50",1.30,12.45,440.52,74,24,12,"13,524",40,0,25,25
ZeAWu-1541,400,"2,020",3.10 ,3.88,62.5%,20.56,20.56,"6,007.81","2,230.69",2.74,4.96,801.04,13,166,119,"96,125",329,0,6,106
BouncyBunny-1458,376,"2,020",1.48,5.93,51.4%,9.70,9.70,"1,824.68","11,064.59",0.85,16.25,160.75,3,180,76,"67,513",359,5,4,243
IvezaGod-2493,173,"2,020",3.50,3.50,76.9%,30.69,30.69,"11,216.85",3.62,3.33,0.01,"1,215.16",88,112,271,"145,819",399,0,0,114
Osilok-2394,168,"2,437",3.54,3.70,52.2%,27.17,27.17,"8,716.85",42.36,2.21,0.06,708.36,234," 1,489","1,471","1,168,058","3,641",19,70,"1,028"
Bru-1919,571,0,2.59,4.12,51.8%,20.66,20.66,"6,336.45","2,319.59",1.74,3.26,533.56,61,876,627,"538,598","1,756",3,20,677
BossCrazyMen-2833,156,0,3.21,4.24,67.3%,23.73,23.73,"7,556.67","1,444.62",2.12,2.15,674.10,78,504,499,"392,947","1,234",5,11,384
VOIDDADDY-2514,499,"2,019",1.11,3.43,42.4%,9.44,9.44,"2,635.88","8,418.92",0.84,12.54,235.63,24,264,166,"155,517",557,4,2,500
OliGuardian-2655,706,"2,019",1.54,2.64,39.5%,17.53,17.53,"6,257.92","4,126.16",1.39,5.44,495.42,20,321,241,"237,801",666,2,5,433
HoNor-21666,677,"2,019",2.63,3.74,49.2%,20.94,20.94,"6,798.08","2,724.83",1.90,4.12,616.47,154," 1,412",864,"856,558","2,638",4,28,"1,002"
Vince013-2776,691,0,2.63,5.02,51.3%,21.15,21.15,"5,623.58","8,498.75",1.84,12.31,488.72,97,"1,909",805,"888,526","3,342",6,25,"1,273"
Hem-1807,429,"2,019",2.88,3.96,51.8%,23.04,23.04,"7,975.16","2,711.57",1.97,3.86,681.21,519,"1,619","2,062","1,307,926","3,779",42,44,"1,312"
Zarnithon-1447,129,"2,018",1.49,2.57,40.0%,15.54,15.54,0.00,"10,139.12",1.30,14.08,0.00,27,395,215,0,777,22,9,520
AliLulz-1708,103,0,1.01,5.10,41.9%,7.32,7.32,"1,875.94","7,367.65",0.65,10.93,167.02,5,98,58,"58,154",227,0,0,224
Razor-12448,420,"2,018",3.42,4.37,48.6%,22.42,22.42,"6,197.65","2,380.82",1.96,3.48,543.25,116,"1,547","1,133","880,067","3,183",10,38,930
GetXed-2151,341,"2,573",1.93,5.43,60.0%,13.10,13.10,"3,013.40","9,493.80",1.16,14.06,267.74,2,66,29,"30,134",131,6,9,68
lizzychu-11577,701,"2,144",2.21,3.32,52.5%,17.98,17.98,"6,524.85","2,960.62",1.65,4.53,598.91,28,364,264,"260,994",719,6,8,325
Neep-11141,260,"2,017",2.56,3.12,51.6%,21.23,21.23,"7,353.36","2,348.88",1.87,3.44,646.82,190,892,"1,003","698,569","2,017",16,20,787
PernosticoDF-1281,278,"2,000",3.07,4.98,43.3%,23.22,23.22,"7,003.94","8,305.61",2.01,11.97,605.59,274,"1,919","1,461","1,309,737","4,342",14,61,"1,415"
Karma-13187,218,"2,017",1.37,3.41,45.8%,11.98,11.98,0.00,"5,810.05",1.01,8.12,0.00,233,"1,652","1,238",0,"3,559",14,31,"2,605"
GamingLucas-2685,252,"2,017",2.47,2.84,55.7%,22.97,22.97,"8,575.75",665.74,2.11,1.02,786.11,219,899,"1,075","754,666","2,021",13,23,819
Metu-2175,32,"2,080",2.87,5.54,47.4%,19.79,19.79,"6,458.74",710.16,1.91,1.14,622.66,6,207,109,"122,716",376,19,7,131
Lazarus-12550,372,"2,213",2.40,3.52,64.3%,22.50,22.50,"8,331.86","1,711.14",1.72,2.18,637.12,10,151,129,"116,646",315,3,41,131
Kryptik-21774,489,"1,441",2.75,3.23,37.5%,19.93,19.93,"7,693.88",987.23,1.90,1.57,733.81,294,"1,031","1,367","984,816","2,551",5,25,926
Largo-2413,128,"2,016",2.47,3.49,46.5%,19.21,19.21,"6,443.06","2,072.44",1.72,3.09,577.19,111,746,607,"554,103","1,652",3,16,670
Rygaud-1113,"1,059","2,016",2.81,4.16,51.4%, 23.48,23.48,"8,849.51","2,821.15",1.97,3.95,742.61,140,"1,154",960,"946,898","2,512",4,26,895
ChatonMagik-21413,644," 2,063",2.60,3.84,48.6%,22.61,22.61,"7,735.00","2,271.32",1.88,3.15,643.56,125,887,641,"572,390","1,673",12,25,644
Tobbydu83-2146,80,"2,052",2.51,4.08,48.6%,19.65,19.65,"5,548.76","2,229.84",1.70,3.22,480.82,23,367,205,"205,304", 727,0,6,290
Daazarog-2413,240,"2,016",2.06,2.94,60.7%,18.54,18.54,"6,617.86","2,761.07",1.73,4.30,617.67,32,258,203,"185,300",519,6,3,252
egoran-21689,125,"1,992",2.14,4.60,46.6%,18.38,18.38,"4,871.73","5,473.70",1.58,7.86,419.84,72,801,554,"428,712","1,617",6,11,755
ChickenLover-11552,883,"2,329",2.22,3.58,51.4%,20.13,20.13,"7,045.11","3,353.23",1.68,4.66,586.82,331,"1,904","1,755","1,564,014","4,469",36,44,"2,015"
MaximsJack-2915,164,"2,148",2.95,4.82,53.4%,24.96,24.96,"6,972.37","9,853.28",2.19,14.38,610.61,126,"1,402",790,"718,154","2,571",0,35,872
colefratti-2503,62,"2,015",2.59,3.18,46.0%,26.84,26.84,"8,871.30","4,519.70",2.36,6.64,781.52,90,426,445,"328,238",993,3,16,384
Xezc-2864,147,"1,899",1.59,2.27,31.6%,17.32,17.32,"5,950.53","1,328.26",1.35,1.72,463.55,8,161,110,"113,060 ",329,19,4,207
TIGER-32690,730,"1,835",2.50,2.85,45.4%,18.70,18.70,"6,646.70",198.32,1.73,0.31,614.64,101,791,785,"717,844","2,020",14,36,807
Necromonicum-2695,507,"2,015",1.87,2.14,50.0%,19.86,19.86,"8,557.30",211.21,1.72,0.30,740.57,567,"1,707","2,027","1,677,231"," 3,892",9,63,"2,076"
killer9376-1525,298,"2,513",2.06,4.38,55.6%,18.80,18.80,"5,192.24","9,325.56",1.62,13.42,448.18,30,458,220,"233,651",846,14,9,411
awesomefox64-1188,170,"2,014",1.69,3.77,51.6%,14.97,14.97,"3,865.90","6,210.42",1.55,10.70,399.48,29,211,130,"119,843",464,7,8,274
Chump-11833,451,"1,789",1.07,3.77,50.8%,8.28,8.28,"1,972.20","7,592.87",0.75,11.54,179.80,37,257,176,"120,304",505, 2,3,470
DubonTM-2623,109,"2,096",1.46,3.96,50.0%,15.40,15.40,"4,266.60","5,593.60",1.35,8.15,373.14,24,442,241,"204,797",739,9,7,506
MXmiNe-1935,"1,239","2,013",2.65,3.34,47.5%,20.72,20.72,"7,264.35","1,023.01",1.83,1.51,641.36,320,"1,936","1,826","1,423,812","4,061",25,33,"1,535"
Nikkelssi-2101,295,"2,458",2.65,4.28,51.3%,18.58,18.58,"6,125.74","1,827.25",1.63,2.67,537.38,95,"1,869","1,141","1,157,764","3,511",13,41,"1,324"
KhaosFreakz-2317,386,"1,971",2.27,3.09,55.1%,20.98,20.98,"7,001.57","3,138.18",1.75,4.36,583.43,95,480,435,"343,077","1,028",5,13,453
LoG4N-11892,389,"2,177",2.01,2.21,52.0%,21.40,21.40,"9,238.13",208.11,1.81,0.29,780.85,272,699,944,"692,860 ","1,605",5,21,798
Preveric-1679,193,0,2.35,3.57,46.5%,19.60,19.60,"6,656.95","3,275.53",1.70,4.74,578.32,59,368,317,"286,249",843,4,8,358
Tilt4MeBB-2845,527,"2,012",3.38,4.51,52.6%,25.26,25.26,"8,720.00","2,929.79",2.67,5.15,920.44,42,227,234 ,"165,680",480,13,4,142
vixstaru-1903,"1,408","2,002",1.35,3.28,46.0%,12.95,12.95 ,"4,142.71","6,608.59",1.12,9.54,358.91,89,"1,650",825,"927,967","2,900",16,24,"2,149"
Nemesis-1927,544,"2,058",2.51,3.16,48.4%,23.06,23.06,"8,200.84","2,150.32",1.91,2.98,681.04,368,"1,751","1,594","1,287,532","3,620",29,40,"1,444"
