Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
Sera-1989,32,"2,668",3.50,3.73,64.7%,18.94,18.94,"8,496.47",694.35,1.93,1.18,866.99,53,114,194,"144,440",322,0,4,92
GUN-22550,104,"2,720",3.38,3.71,54.8%,26.89,26.89,"10,533.17",701.74,2.43,1.06,952.24,526,"1,800","2,678","1,885,437","4,813",18,70,"1,422"
Zesty-1729,576,"2,721",2.41,4.82,48.8%,18.82,18.82,"5,459.76","7,103.24",1.57,9.89,456.05,109,"1,539",974,"928,160","3,200",8,50,"1,328"
Force-31769,340,"2,719",2.00,2.38,52.8%,17.14,17.14,"7,376.83","1,124.69",1.71,1.87,737.68,87,209,352,"265,566",617,2,3,308
Thunder5torm-1144,204,0,0.87,2.47,0.0%,0.00,13.00,"3,760.00","15,915.00",0.93,18.88,267.62,19,3,126,"3,760",13,32,2,15
HewbieTrippn-1108,913,"2,711",2.08,5.98,57.9%,15.34,15.34,"4,225.61","8,079.11",1.21,10.59,332.33,8,286,139,"160,573",583,3,6,280
InfestedKaio-1548,"1,725","2,731",2.28,3.73,48.3%,19.72,19.72,"6,453.25","2,903.71",1.63,4.00,533.84,195,"1,969","1,675","1,522,967","4,654",38,80,"2,040"
Aestulio-11191,408,"2,819",2.50,2.99,43.1%,22.32,22.32,"7,814.25",787.52,1.86,1.09,649.66,55,592,585,"507,926","1,451",10,18,580
Khris-11949,204,"2,718",4.04,4.65,66.7%,30.47,30.47,"11,238.73",793.67,3.81,1.65,"1,404.84",63,151,282,"168,581",457,0,8,113
Torontonian-1891,433,"2,686",2.28,2.93,44.1%,21.66,21.66,"7,900.14","2,540.61",1.78,3.47,648.30,135,476,617,"466,108","1,278",12,18,560
Asuna-2871,865,"2,718",0.88,5.32,45.2%,6.13,6.13,"1,601.92","9,675.23",0.54,14.06,139.72,14,395,207,"251,501",963,4,14,"1,097"
Loots-11873,831,"2,665",1.72,3.92,50.4%,17.21,17.21,"4,592.47","6,426.18",1.39,8.63,370.25,102,"1,028",744,"638,353","2,392",9,9,"1,392"
Narwhal-11740,"1,124","2,809",3.16,4.53,52.7%,23.80,23.80,"8,060.95","2,666.00",1.97,3.68,667.44,98,707,774,"596,510","1,761",22,28,557
Xzerion-2360,700,"2,718",2.71,3.06,50.0%,23.75,23.75,"7,935.05",770.60,2.04,1.11,682.78,816,"1,706","3,163","1,761,580","5,273",72,53,"1,945"
Kjeike-2309,515,"3,005",3.74,8.10,60.4%,21.68,21.68,"4,546.79","13,369.34",1.78,18.30,373.38,18,588,232,"240,980","1,149",4,18,307
GenJi-15739,317,"2,717",2.69,2.98,48.5%,25.36,25.36,0.00,"1,665.35",1.96,2.14,0.00,"1,262","5,395","6,415",0,"14,684",57,225,"5,451"
OptiK-11319,332,"2,839",2.57,4.07,36.4%,18.97,18.97,"5,988.15","4,091.39",1.72,6.18,542.91,42,227,220,"197,609",626,21,9,244
PuKPuK84-1776,261,"2,830",1.71,2.24,48.7%,15.77,15.77,"6,116.54","1,727.23",1.41,2.58,547.81,44,324,228,"238,545",615,11,6,360
HappyPants-112546,935,"2,717",1.90,5.56,47.2%,13.49,13.49,"3,588.81","8,522.97",1.14,12.01,303.34,75,874,541,"509,611","1,916",0,26,"1,007"
Entac-1899,139,"2,717",1.26,3.51,47.4%,11.07,11.07,"4,092.12","6,035.72",0.88,7.96,323.96,40,246,286,"233,251",631,4,9,500
Hagaren-11885,560,"2,467",1.58,1.75,25.0%,17.92,17.92,"8,023.00","1,713.83",1.53,2.44,684.91,13,79,107,"96,276",215,2,3,136
Punchingcake-1534,286,"2,684",3.59,6.75,50.0%,23.00,23.00,"4,394.40","11,612.80",2.05, 17.26,391.83,3,98,60,"43,944",230,9,3,64
AdNelson-2981,205,"2,716",2.47,5.51,59.3%,19.15,19.15,"6,116.91","4,629.47",1.71,6.88,545.72,165,725,758,"556,639","1,743",20,13,707
shibyy-21270,"1,869",0,2.55,4.50,50.0%,14.00,14.00,"4,680.88","2,892.62",1.59,5.47,531.16,35,34,39," 37,447",112,9,2,44
funeeguy-1193,"1,375","2,668",2.74,3.91,42.4%,21.15,21.15,"7,893.88","2,263.88",1.73,3.09,646.32,69,260,324,"260,498",698,12,7, 255
CarDusan-21554,"1,691","3,180", 2.60,3.14,57.4%,24.89,24.89,"8,150.72","1,370.36",2.03,1.87,666.38,275,"1,118","1,604","994,388","3,036",33,28,"1,167"
Chrisx3-2742,89,"2,716",2.53,3.32,47.7%,24.42,24.42,"9,298.01","1,852.95",2.04,2.57,774.83,585,"3,330","3,498","2,789,404","7,327",7,77,"2,895"
Khan-31191,827,"2,716",1.83,2.77 ,52.8%,17.25,17.25,0.00,"2,620.93",1.60,4.06,0.00,248,"1,467","1,491",0,"3,364",8,49,"1,836"
Karahe-2413,"2,050","2,715",2.15,4.96,49.4%,14.59,14.59,"4,652.76","5,866.88",1.32,8.86,421.66,131,"1,010",828,"809,581","2,539",14,39,"1,179"
Fryvan96-1900,"1,037","2,715",3.02,5.37,56.8%,23.14,23.14," 6,580.48","5,887.18",1.78,7.56,506.90,53,475,366,"289,541","1,018",7,15,337
EdgeLord-21425,588,0,2.43,5.46,51.2%,19.95,19.95,"4,923.07","10,943.26",1.76,16.10,434.69,22,435 ,209,"211,692",858,2,7,353
Holm1z-2283,168,"2,715",2.36,3.38,51.8%,19.91,19.91,"6,491.63","2,486.95",1.72,3.58,561.26,202,"1,388","1,381","1,077,611","3,305",10,54,"1,402"
Stranger-22313,556,"3,005",1.61,5.08,51.2%,13.96,13.96,"3,565.48","10,349.71",1.13,14.00,289.37,118,"1,904",937,"912,764","3,573",30,34,"2,216"
Jovany-11846,411,"2,715",0.78,4.89,50.9%,6.45,6.45,"1,412.08","11,398.92",0.53,15.70,116.69,22,517,216,"224,520","1,025",0,4,"1,314"
OliverMcDk-2259,124,0,2.00,2.41,70.0%,18.73,18.73,"8,292.20",309.93,1.59,0.44,704.79,21,241,274,"248,766",562,4,6,281
Gildt-2654,477,"3,162",1.98, 4.08,36.1%,19.10,19.10,"5,237.49","6,285.16",1.49,8.19,409.59,36,493,330,"319,487","1,165",9,13,588
Weach-1461,349,0,2.90,8.95,33.3%,19.33,19.33,"5,840.00","8,754.67",1.64,12.36,494.68,2,25,20,"17,520",58,5,8,20
Wennysne-2463,803,"2,749",2.29,3.27,45.5%,20.22,20.22,"7,108.20","2,901.47",1.63,3.90,573.51,100,413,476," 390,951","1,112",9,11,485
Blalex-11482,"1,026","2,643",2.82,3.90,47.5%,23.21,23.21,"7,501.00","1,652.13",1.89,2.24,610.75,490,"3,283","3,410","2,670,357","8,263",31,124,"2,926"
pimenta59-1763,499,"2,659",2.50,4.47,59.1%,23.27,23.27,"6,570.25","7,499.70",2.02,10.85,570.16,48,413,371,"289,091","1,024",0,11,409
KEYZ-11921,800,"2,752",1.98, 2.73,51.4%,18.64,18.64,"6,932.91","1,860.98",1.56,2.59,578.75,183,"1,626","1,725","1,511,375","4,063",22,58,"2,051"
Mathirsch-2817,425,"2,770",2.29,3.88,44.0%,20.20,20.20,"6,698.64","4,086.99",1.59,5.37,527.69,174,"1,029","1,078","1,004,796","3,030",19,44,"1,326"
ryujehong-4213,57,"2,956",2.26,4.08,59.1%,21.41,21.41,"6,939.86","4,079.55",1.71,5.44,555.12,34,134,202,"152,677",471,0,3,208
Eldo-2108,614,"2,712",2.54,2.90,50.0%,26.93,26.93,"9,519.14",707.07,2.51,1.10,888.45,94,310,431,"266,536",754,3,12,297
red-18388,302,"2,963",2.88,5.01,61.3%,21.77,21.77,"5,453.71","6,882.87",1.88,9.88,469.67,20,297,185,"169,065",675,16,11,234
Crow-14429,221,"2,695",2.40,2.65,50.0%,24.55,24.55,"10,314.55",462.75,1.88,0.59,790.84,54,201,273,"206,291",491,13,7,205
Ariel-22358,201,"2,675",2.87,3.87,57.3%,24.21,24.21,"8,014.81","1,642.96",2.17,2.46,719.36,198,862,"1,108","713,318","2,155",5,39,752
Rane-1374,97,"2,712",3.68,4.12,57.1%,30.64,30.64,0.00,"1,444.64",2.86,2.25,0.00,62,389,420,0,858,4,10,233
Flavorshots-11449,784,"2,699",2.90,4.10,53.7%,22.59,22.59,"8,338.34","2,168.63",1.80 ,2.89,665.81,109,364,466,"341,872",926,3,5,319
FOX-26912,775,"2,548",2.22, 4.14,30.0%,16.00,16.00,"5,073.30","5,534.60",1.46,8.44,464.16,10,75,68,"50,733",160,17,26,72
oss-21745,149,"3,239",2.44,3.09,51.8%,26.04,26.04,"9,062.05","1,469.28",2.10,1.97,729.67,919,"3,980","5,912","4,177,605","12,005",44,179,"4,930"
Shynx-21181,402,"2,529",3.78,5.06,50.0%,25.88,25.88,"8,352.97",118.69,2.10,0.16,677.91,116,"1,468","1,197"," 1,085,886","3,364",21,74,891
legitmask-1594,95,"2,736",2.72,3.56,49.0%,22.00,22.00,"7,614.54","1,558.48",1.78,2.10,616.05,129,851,926,"761,454","2,200",9,21,809
Sora-23399,206,"2,711",2.60,2.87,50.0%,25.13,25.13,"9,923.46","1,057.69",2.18,1.53,860.03,111,457,688,"516,020","1,307",3,19,503
oss-21745,149,"3,239",2.44,3.09,51.8%,26.04,26.04,"9,062.05","1,469.28",2.10,1.97,729.67,919,"3,980","5,912","4,177,605","12,005", 44,179,"4,930"
Yomiko-11478,112,"2,711",0.86,5.87,42.4%,6.13,6.13,"1,473.98","10,252.17",0.52,14.61,126.04,15,332,136,"173,930",723,0,8,838
Han-2455,"1,143","2,711",2.40,4.65,50.2%,19.56,19.56,"5,976.16","4,681.34",1.61,6.42,492.07,266,"3,045","2,044","1,978,108","6,476",48,96,"2,695"
xWilson-1701,92,"2,710",3.08,7.96,73.5%,22.53,22.53,"6,928.59","7,136.88",2.13,11.23,654.37,78,326,291,"235,572",766,6,6,249
Asuna-22478,536,"2,710",1.74,4.22,50.0%,14.23,14.23,"4,504.11","4,366.59",1.49,7.62,471.86,25,266,225,"198,181",626,0,6,360
Halskov-2671,170,0,3.20,4.99,58.3%,25.85,25.85,"9,008.75","2,647.61",2.17,3.71,757.78,217,"1,192","1,162","927,901 ","2,663",3,30,832
Baugh5-1846,362,"2,838",1.64,4.37,54.3%,13.28,13.28,"3,433.92","8,332.57",1.15,12.03,297.49,30,700,291,"315,921","1,222",19,7,747
TheHoebFish-1444,600,"2,710",2.61,3.34,51.2%,23.60,23.60,"7,527.53","2,261.81",2.11,3.38,674.34,32,440,387,"323,684","1,015",2,16,389
Legend-3301,392,"2,583",2.47,3.22,47.9%,18.19,18.19,"6,251.27","1,429.50",1.65 ,2.16,565.48,94,261,435,"300,061",873,3,9,353
Famulous-2746,166,"2,831",2.81,3.13,40.0%,23.90,23.90,"9,920.40","1,469.20",2.00,2.05,829.46,52,59,143,"99,204",239,9,2,85
Nionnen-2876,"1,135","2,926",2.75,4.50,49.6%,21.69,21.69,"6,422.15","2,834.00",1.81,3.95,537.42,172,"2,437","1,878","1,631,227","5,508",44,61,"2,004"
Ttype-1886,"1,066","2,798",0.54,8.99,53.3%,2.33,2.33, 415.10,"9,328.77",0.21,13.93,37.19,2,36,23,"12,453",70,3,2,130
SailCat-21183,695,"2,660",2.23,3.59,48.9%,19.94,19.94,"6,212.94","4,663.59",1.70,6.62,529.22,89,709,579,"546,739","1,755",21,22,787
bravo251-2300,439,"2,709",2.70,4.82,40.0%,19.85,19.85,"6,554.98","2,543.80",1.89,4.04,624.28 ,67,295,337,"262,199",794,3,5,294
Lionmak-2669,275,"2,709",0.45,3.33,55.6%,3.56,3.56,946.22,"10,455.93",0.32,15.68,85.16,6,44,33,"25,548",96,6,9,212
SergentSmoke-2781,424,"2,408",2.27,3.87,41.3%,21.00,21.00,"7,181.85","4,630.68",1.69,6.22,578.75,101,736,630,"574,548","1,680",5,18,739
Zenny-11102,"1,044","2,708",2.49,5.28,50.0%,20.18,20.18,"5,634.24","4,364.41",1.91,6.87,532.12,14,286,194,"191,564",686,31,6,276
Shayk-21970,461,"2,804",2.53,3.65,47.1%,21.86,21.86,"7,808.70","2,783.01",1.76,3.73,627.20,36,697,542,"546,609 ","1,530",7,20,605
Dny-2410,162,"2,188",2.46,3.10,42.0%,23.64,23.64,"9,209.99","1,096.03",1.81,1.40,706.43,115,719,766,"635,489","1,631",30,22,664
Mogget-2923, 425,"3,000",1.14,3.53,38.5%,12.15 ,12.15,"4,064.15","5,794.15",1.03,8.20,344.98,8,67,52,"52,834",158,5,2,139
RoboDuck-2653,661,"2,693",2.15,3.12,48.2%,19.30,19.30,"7,732.21","1,750.09",1.63,2.46,651.05,64,455,507,"433,004","1,081",12,13,502
Lilnas-21742,307,"2,708",2.42,3.07,40.6%,24.22,24.22,"9,224.74","1,914.97",1.99,2.62,757.75,203,572,903,"636,507","1,671",0,24,690
Ashabellanar-11446,824,"2,707",0.50,4.11,55.6%,4.22,4.22,955.83,"12,584.39",0.42,20.97,95.58,2,41,18,"17,205",76,0,2,152
Soon-31577,206,"2,707",3.61,4.88,67.3%,25.87,25.87,"8,231.40","1,882.52",2.35,2.85,746.83,143 ,387,694,"428,033","1,345",2,25,373
MoneyPeople-1350,291,"2,492",0.50,5.12,41.0%,3.51,3.51,878.62,"12,359.72",0.30,17.40,74.21,14,259,149,"122,128",488,2,2 ,977
Crabman-11433,363,"2,707",3.20,3.37,50.8%,25.05,25.05,"9,410.22",525.81,2.19,0.77,823.39,108,631,753,"592,844","1,578",3,18,493
Doollse-2190,684,"2,528",2.89,4.25,30.0%,28.00,28.00,"9,885.40","5,987.90",1.99,7.11,704.26,14,122,102,"98,854",280,29,5,97
howaboutgenj-1248,67,"2,706",3.15,3.82,56.2%,26.03,26.03,"9,351.80","2,007.90",2.17,2.79,779.32,265,"1,427","1,591","1,215,734","3,384",25,29,"1,075"
Angle-21209,790,"2,771",1.59,4.96,43.5%,14.00,14.00,"4,422.87","7,095.87",1.15,9.74,364.44,7,133,102,"101,726",322,2,2,202
BallzTheCzar-1267,467,"2,706",3.43,6.08,50.5%,25.42,25.42,"7,134.38","8,218.88",2.24,12.05,627.56, 93,"1,198",795,"677,766","2,415",3,32,704
Kikiobi-1555,"1,014","2,706",2.06,2.15,50.3%,22.99,22.99,"9,341.25",345.99,2.04,0.51,828.81,577,"1,665","2,545","1,690,767","4,162",3,61,"2,016"
howaboutgenj-1248,67,"2,706",3.15,3.82,56.2%,26.03,26.03,"9,351.80","2,007.90",2.17,2.79,779.32,265,"1,427","1,591","1,215,734","3,384",25,29,"1,075"
SmackyCola-1138,620,"2,645",2.99,6.50,47.8%,22.26,22.26,"6,380.09","7,420.48",1.66,9.23,476.33,17,216,167,"146,742",512,2,8,171
xRAGNAROKx-11555,336,"2,902",2.62,3.01,40.7%,24.48,24.48,"8,671.67","1,001.22",1.91,1.31,678.23,94,256,384,"234,135",661,26,8,252
motives-11868,598,0,1.78,3.18,42.9%,19.33,19.33,"7,036.10","3,726.49",1.64,5.28,597.93,79,454,437,"344,769",947,12,9,533
easterEgg-21382,605,"2,705",2.01,4.55,48.2%,15.86,15.86,"4,542.15","6,507.37",1.40,9.56,400.20,202,"1,213","1,077","885,720","3,093",61,28,"1,537"
Tausandbill-1536,426,"2,795", 2.22,2.62,47.7%,20.31,20.31,"8,619.68",438.13,1.72,0.62,729.30,99,"1,049","1,010","939,545","2,214",18,34,999
Burnz-11112,45,0,2.70,3.30,33.3%,27.00,27.00,"10,054.00","1,810.67",1.82,2.03,677.80,5,47,29,"30,162",81,0,2,30
JarlBallin-21946,981,"2,498",2.08,3.16,43.6%,19.85,19.85,"7,621.77","2,583.33",1.74,3.78,669.30,50,336 ,349,"297,249",774,2,9,372
Frenchix-2933,247,"2,705",2.61,3.08,48.8%,24.38,24.38,0.00,"1,764.92",1.89,2.28,0.00,444,"2,331","2,063",0,"4,997",47,90,"1,911"
DeadlyKitten-173126,315,"2,699",2.98,4.13,48.8%,22.54,22.54,"7,618.93","2,763.05",1.96,4.01,663.57,68,298,400,"312,376",924,17,8,310
Rumble-11792,678,0,0.62,2.79,50.0% ,7.50,7.50,"1,741.00","7,433.50",0.55,9.12,128.17,35,8,3,"3,482",15,2,5,24
Strafe-11290,354,0,2.05,3.07,40.0%,18.00,18.00,"7,724.00","7,787.40",1.53,11.07,658.67 ,3,49,31,"38,620",90,0,3,44
nomad42k-1435,547,"2,704",2.45,3.84,48.1%,21.53,21.53,"7,489.15","2,379.99",1.93,3.56,672.85,562,"2,867","3,406","2,583,758","7,429",22,135,"3,038"
DEFEAT-21696,386,"2,704",2.81,2.84,44.6%,22.89,22.89,"10,266.57",71.76,2.00,0.10,896.29,192,"1,108","1,278","1,129,323","2,518",4,33,896
Legend-32302,481,"2,704",3.19,3.60,53.4%,26.53,26.53,"10,126.20",371.23,2.17,0.51,827.78,294,"1,027","1,504","1,042,999 ","2,733",8,74,857
JKdaKilla-1268,"1,497","2,704",2.57,3.92,48.5%,22.21,22.21,"7,229.04","3,090.09",1.80,4.17,585.21 ,191,"1,458","1,043","983,150","3,020",17,33,"1,177"
BlackDmB-2666,577," 2,703",2.54,4.37,50.0%,20.89,20.89,"6,965.80","3,071.51",1.74,4.27,580.48,124,"1,034","1,101","905,554","2,716",5,39,"1,069"
Regicide-11833,238,"2,703",2.50,2.80,46.4%,22.86,22.86,0.00,"1,012.89",2.67,1.97,0.00,103 ,225,356,0,640,0,4,256
SkYz-21180,257,"2,697",3.02,3.74,50.6%,23.74,23.74,"8,037.85","2,300.58",2.03,3.28,688.25,138,917,870,"683,217","2,018",9,17,669
Melee-11722,397,"2,703",3.13,4.85,54.0%,23.54,23.54,"6,718.48","4,547.16",2.06,6.63,587.87,90,637,540,"423,264"," 1,483",0,14,474
Angelhybrid-1896,782,"2,519",2.68,3.74,49.6%,22.21,22.21,"8,645.36","3,577.05",1.85, 4.97,720.44,128,"1,379","1,112","1,132,542","2,909",28,36,"1,087"
Rush-21146,545,"2,703",3.53,4.58,53.3%,26.80,26.80,"9,266.97","2,901.70",2.68,4.84,926.70,79,377,425,"278,009",804,9,6,228
LucasB-21463,175,"2,562",1.77,4.99,53.4%,15.05,15.05,"3,514.55","8,346.60",1.21,11.22,283.38,22,358,211,"203,844",873,4,7,494
REALMAGILLA-2167,195,"2,594", 3.53,3.99,45.5%,26.69,26.69,"9,782.74",542.52,2.20,0.75,806.08,501,"1,594","2,312","1,506,542","4,110",33,57,"1,164"
MrFake-1180,336,"2,726",2.40,2.60,54.5%,25.11,25.11,"9,439.52",748.33,2.11,1.05,792.10,454,"1,217","1,958","1,246,017","3,314",23,31,"1,381"
niklanene-2573,261,"2,702",1.93,3.20,53.9%,17.05,17.05,"5,962.92","2,367.98",1.41,3.27,493.99,127,"1,140 ","1,327","1,007,734","2,881",8,67,"1,490"
ViNiVamps-1760,"1,003","2,801",2.57,3.26,54.3%,21.37,21.37,"8,177.93",595.37,1.84,0.85,704.47,69,644,690,"572,455","1,496",7,20,581
Voodoo-21874,122,"2,702",2.34,3.33,55.8%,20.76,20.76,"7,079.17","2,360.78",1.72,3.26,586.45,56,798,662,"608,809","1,785",22,28,763
TooSerious-1827,268,"2,702",2.61,4.51,63.3%,18.37,18.37,"6,082.23","1,776.57",1.84 ,2.96,608.22,13,254,163,"182,467",551,5,12,211
jiggleman-11293,796,"2,702",2.90,5.96,61.9%,21.33,21.33,"7,050.31","5,440.55",2.13,9.07,705.03,35,416,286,"296,113",896,2,10,309
Jehong-31162,289,"2,653",2.00,7.70,54.3%,14.69,14.69,"4,673.01","9,275.17",1.20,12.58,380.25,31,444,265,"327,111","1,028",3,5,513
Rip-12910,507,"3,058",2.65,3.46,49.1%,23.79, 23.79,"8,479.16","1,632.80",1.86,2.12,661.93,487,"2,450","2,808","2,246,977","6,304",22,67,"2,379"
alejMAD-1645,237,"2,701",2.45,3.20,53.7%,19.90, 19.90,"7,074.54","2,141.25",1.77,3.18,630.56,177,950,988,"870,169","2,448",4,49,"1,001"
Solitary-11975,509,"2,701",2.60,3.42,52.6%,22.47,22.47,"8,605.42","1,278.21",2.37,2.25,908.35,23,171,208,"163,503",427,3,6,164
Gladia-21237,323,"2,768",2.72,4.10,53.3%,22.05,22.05,"7,258.77","2,930.28",1.76,3.90,579.17,61, 733,668,"544,408","1,654",9,27,609
Rad-21828,193,"2,393",2.32,3.42,46.0%,19.32,19.32,"7,198.80"," 2,750.94",1.76,4.17,654.85,38,408,359,"359,940",966,7,8,417
Esfi-11172,266,"2,533",1.80,4.19,38.1%,16.05,16.05,"5,200.81","6,134.43",1.39,8.84,449.45,14,157,103,"109,217",337,5,3,187 
Faeleena-1961,"1,282","2,903",1.63,6.33,57.1%,11.66,11.66,"2,378.23","10,448.06",0.97,14.52,198.33,20,171,101,"83,238",408,3,7,250
Dante-18818,176,0,2.30,9.89,33.3%,20.67,20.67,"7,392.67",266.00,1.87,0.40,667.34,6,27,31,"22,178",62,0,13,27
KingKazuma-11521,371,"3,132",2.39,3.22,46.6%,21.45,21.45,"7,466.00","2,701.95",1.84,3.86,640.46,171,574,772,"545,018","1,566",11,24,654
Wherner-1403,278,"2,700",1.22,4.38,43.8%,8.94,8.94,"2,637.97","9,415.38",0.79,13.95,234.49,9,136,88,"84,415",286,0,5,235
Pyrodragnix-1848,777,"2,905",2.35,4.07,61.1%,18.81,18.81,"6,057.20","4,349.15",1.57,6.05,505.68,40,421,324,"327,089","1,016",2,9,432
LukairusTTV-1165,379,"2,821",2.09,5.11,50.0%,16.94,16.94,"4,304.75","7,912.54",1.37,10.63,346.90,117,"2,090","1,208","1,170,891","4,609",4,69,"2,208"
Etiquette-11617,429,"2,957",2.40,4.54,57.0%,21.40,21.40,"6,557.83","5,291.51",1.70,7.00,520.33,139,878,876,"655,783","2,140",6,25, 891
ImmortalRoin-1346,544,"2,319",2.12,3.60,43.0%,19.23,19.23,"5,775.89","4,704.92",1.59,6.48,477.52,84,603,617," 456,295","1,519",7,15,715
Flufz-2783,165,"2,699",2.46,3.07,40.9%,22.38,22.38 ,0.00,"1,556.77",1.89,2.20,0.00,149,529,675,0,"1,477",4,7,600
Lusankya-1193,291,"2,699",2.51,3.16,52.7%,21.22,21.22,"7,440.42","1,600.62",1.87,2.35,655.47,108,641,660,"550,591","1,570",12,24,625
ChunkyMonk-1596,"1,477","3,165",2.73,8.73,60.0%,15.30,15.30,"3,106.60","14,898.10",1.24,20.20,252.77, 2,70,29,"31,066",153,2,180,56
LegenDarius-11589,"1,419","2,698",2.47,3.11,46.0%,22.68,22.68,"9,132.87",773.99,1.91,1.08,767.99,213,"1,037","1,164","1,013,749","2,517",32,50,"1,021"
Yabaecip-1770,451,"2,608",2.31,2.64,54.5%,19.09,19.09,"6,265.45",420.82,1.76,0.65,578.27,8,96,75,"68,920",210,6,3,91
Explodified-1864,661,"2,735",2.81,3.37,50.8%,22.53,22.53,"8,679.46",730.40,1.88,1.01,722.71,151,"1,182","1,263","1,110,971","2,884",12,60,"1,026"
BooTing-1325,464,"2,620",2.58,4.19,51.1%,20.31,20.31,"6,768.78","2,441.20",1.72,3.44,571.71,116,"1,162 ","1,061","886,710","2,660",39,29,"1,030"
visitandine-1953,625,"2,728",2.39,2.71,50.5%,24.49,24.49,"9,166.61",866.16,2.04,1.20,763.73,235,"1,007","1,251","889,161","2,376", 6,34,993
Apiri-2431,246,0,4.10,4.79,49.1%,29.56,29.56,"9,335.51",825.02,2.39,1.11,756.13,126,676,742,"513,453","1,626",10,21,397
doener-21228,"1,233","2,725",2.04,2.92,43.2%,18.02,18.02,"6,383.13","2,236.86",1.57,3.25,556.81,142,"1,542","1,474","1,359,606","3,838",17,56,"1,884"
DrCampalot-1100,398,"2,566",1.77,5.16,46.3%,14.78,14.78,"4,053.56","8,542.64",1.23,11.89,338.66,44,867,415,"490,481","1,788",23,21,"1,012"
Eskeyl-2215,436,"2,924",3.41, 5.96,48.7%,24.72,24.72,"8,385.81","3,434.59",2.03,4.69,687.59,257,"2,783","2,357","2,255,782","6,650",15,109,"1,948"
misrepresent-3529,337,"2,697",2.29,3.78,43.5%,18.09,18.09,"6,551.87","2,725.70",1.73,4.35,627.89,42,188,174,"150,693",416,0,4,182
Hanqq-2299,196,0,2.30,3.29,51.0%,22.45,22.45,"8,020.74","2,085.20",1.82,2.82,650.21,189,"1,768","1,840","1,539,983","4,311",7,69,"1,874"
Sarahhh-1670,"1,714","2,697",0.85,3.22,47.0%,8.27,8.27,24.40,"8,480.98",0.63,10.68, 1.84,126,"2,073","1,021","10,955","3,715",25,37,"4,370"
Delilah-11350,"1,246","2,696",0.45,7.27,45.3%,3.04,3.04,790.47,"11,668.35",0.26,16.87,68.55,36,473,238 ,"242,674",933,3,10,"2,071"
luch0x-11376,"1,571","2,524",2.63,4.76,48.4%,19.47,19.47,"5,764.68","5,131.16",1.60,7.04,474.60,341,"3,670"," 2,606","2,334,696","7,884",98,81,"2,994"
YUKO-11820,318,0,1.72,1.90,41.2%,20.18,20.18,"8,877.06",588.71,1.59,0.77,700.17,59,88,180,"150,910",343 ,17,4,199
Sage-12984,711,"2,723",2.36,2.62,53.3%,25.07,25.07,"9,030.73",0.87,1.97,0.00,707.98,13,128,141,"135,461",376,4,5,159
GlenStefani-1897,223,0,2.47,2.88,50.4%,25.74,25.74,"10,257.24","1,397.20",2.14,1.94,852.85,403,"1,327","1,898","1,405,242","3,527",16,38,"1,426"
LeslieDancer-1587,520,0,2.59,2.75,46.7%,28.96,28.96,"12,113.36",479.28,2.22,0.61,930.07,622,"2,131","2,892","2,180,404","5,212",6,91,"2,009"
DankTheApe-1354,505,"2,695",4.32,4.45,54.7%,26.17,26.17,"7,065.92",143.81,2.31,0.21,624.16,55,624,453,"374,494","1,387",2,23,321
Galaxy-12643,163,"2,653",2.61,5.17,46.7%,20.37,20.37,"6,002.45","4,104.83",1.71,5.75,504.45,66,495,473,"360,147","1,222",10,18,468
Yanyan-11794,847,"2,695",3.17,4.65,57.1%,22.21,22.21,"8,131.36","3,157.18",2.30,5.46, 843.25,98,398,664,"455,356","1,244",2,21,393
Cramps-11895,487,0,2.15,7.15,33.3%,14.33,14.33,"3,225.67","9,370.33",1.37,14.91,307.86,22,28,9,"9,677",43,2,0, 20
Ido-21819,183,"2,751",2.59,3.03,48.9%,23.24,23.24,"9,262.07","1,500.23",1.94,2.09,774.16,442,"1,084","1,732","1,287,428","3,230",5,21,"1,247"
gapek-2828,139,"2,694",4.14,4.19,64.2%,35.15, 35.15,"12,225.36",223.40,3.16,0.34,"1,100.28",337,947,"1,753","990,254","2,847",2,48,687
Baracunata-1332,"3,117","2,784",3.04,6.67,46.6%,20.94,20.94 ,"5,069.41","12,138.31",1.75,16.88,423.10,108,"2,462",915,"1,130,479","4,670",74,65,"1,534"
Episode-31344,510,"2,694",2.59,3.04,46.9%,19.61,19.61,"6,720.58","1,102.04",1.94,1.82,666.16,251,610,"1,204","759,426","2,216",12,41,857
TostitosQc-1634,131,0,3.41,4.10,57.5%,23.89,23.89,"7,897.99","1,166.58",2.11,1.71,696.66,139,790,740,"576,553","1,744",7,25,511
calm-11910,981,"3,041",2.47,3.88,51.7%,20.29,20.29,"6,367.15","4,445.71",1.69,6.16,529.65,166,962,"1,024","764,058","2,435",7,25,987
geezeus-21164,"1,207","2,382",2.13,2.97,45.6%,21.89,21.89,"7,693.72","2,180.78",1.83,3.03,641.65,347,"1,329","1,631","1,230,996","3,503",30,41,"1,648"
Sijjim-2433,95,"2,694",2.08,2.22,58.1%,21.95,21.95,0.00,"1,207.74",1.97,1.80,0.00,117,375,417,0,944, 0,14,453
